2561|Novotný, Vladimír OPRAVA UCL|$$aNovotný, Vladimír,$$d1946-$$7jk01090794
566|Šimůnek, Jaroslav OPRAVA UCL|$$aŠimůnek, Jaroslav,$$d1931-1997$$7jx20081009011
530|Skutil, Jan OPRAVA UCL|$$aSkutil, Jan,$$d1934-1998$$7jk01111669
465|Horák, Ondřej OPRAVA UCL|$$aHorák, Ondřej,$$d1976-$$7js20020122074
440|Vodák, Václav OPRAVA UCL|$$aVacík, Miloš,$$d1922-1999$$7jk01140999
437|Mlejnek, Josef OPRAVA UCL|$$aMlejnek, Josef,$$d1946$$7jn19990009935
416|Slavík, Ivan OPRAVA UCL|$$aSlavík, Ivan,$$d1920-2002$$7jk01111857
400|Urbanec, Jiří OPRAVA UCL|$$aUrbanec, Jiří,$$d1932-2014$$7jk01140844
