1||Holeček, Jaroslav OPRAVA UCL;;;;
1||Jančík, Marek;;;;
1||Taylor, William S. OPRAVA UCL;;;;
1||Kannegiesser, Janine Christine OPRAVA UCL;;;;
1||Prokopová, Michaela OPRAVA UCL;;;;
1||Chadim, Václav;;;;
1||Adamczyk, Wladzimir OPRAVA UCL;;;;
1||Locher, Jan Peter OPRAVA UCL;;;;
1||Ra [Československá televize] OPRAVA UCL;;;;
1||Žigová, Anna OPRAVA UCL;;;;
1||Mikulíková, Alena;;;;
1||Holoubková, Monika;;;;
1||(ota) [Mladá fronta] OPRAVA UCL;;;;
1||mik [Večerní Praha] OPRAVA UCL;;;;
1||(ls) [Prager Zeitung];;;;
1||(zk) [Mladá fronta];;;;
1||Podlipný, Hynek, 1999-;;;;
1||Sevrová, Libuše OPRAVA UCL;;;;
1||Hanuš, Erika OPRAVA UCL;;;;
1||Kowalski, Jan;;;;
1||Florian, Jonáš;;;;
1||(sh) [Mladá fronta Dnes] OPRAVA UCL;;;;
1||(jý) [Svobodné slovo] OPRAVA UCL;;;;
1||Kovářík, Jan;;;;
1||Jirásková, Blanka OPRAVA UCL;;;;
1||Hrubeš, Jan;;;;
1||jb [Bedřich Smetana, Braniboři v Čechách] OPRAVA UCL;;;;
1||Tržil, Jiří;;;;
1||Malásek, Jindřich;;;;
1||Pašková, Věra;;;;
1||Kaňka, Petr OPRAVA UCL;;;;
1||Hirai, Hiro;;;;
1||Racková-Martínková, Simona OPRAVA UCL;;;;
1||Turinská, Ivona;;;;
1||Szwedo, Milada OPRAVA UCL;;;;
1||Šťastná, Kateřina;;;;
1||redakce [Koktejl] OPRAVA UCL;;;;
1||Rolf, Jan;;;;
1||Adamec, Jaromír OPRAVA UCL;;;;
1||Richter, A;;;;
1||Zimová, Eva OPRAVA UCL;;;;
1||Brániková, Iva OPRAVA UCL;;;;
1||Roučková, Marie OPRAVA UCL;;;;
1||Baumrucker, Aleksandra OPRAVA UCL;;;;
1||zn [Brněnský deník Rovnost] OPRAVA UCL;;;;
1||Osečenský, K. V. OPRAVA UCL;;;;
1||ph [Učitelské noviny] OPRAVA UCL;;;;
1||Feinberg, Joe Grim;;;;
1||Jindra, Jiří OPRAVA UCL;;;;
1||Chlopicki, Wladyslaw OPRAVA UCL;;;;
1||Zahradníčková, Anna OPRAVA UCL;;;;
1||Krušinskij, Andrej OPRAVA UCL;;;;
1||Škopková, Monika OPRAVA UCL;;;;
1||Mézl, Milan,;;;;
1||tz [Učitelské noviny] OPRAVA UCL;;;;
1||Marek, Luboš;;;;
1||Newerklová, Lenka;;;;
1||Mindeková, Iveta OPRAVA UCL;;;;
1||Janakijev, Javor;;;;
1||Růžová, Soňa;;;;
1||Král, Václav;;;;
1||Gronning Simonsen, Holger OPRAVA UCL;;;;
1||Fýbort, Pavel OPRAVA UCL;;;;
1||Hübl, Dušan;;;;
1||Bartoněk, Jan;;;;
1||S [Zpravodaj Šrámkovy Sobotky] OPRAVA UCL;;;;
1||HF [Listy Klubu přátel poezie] OPRAVA UCL;;;;
1||D. S. [Slovenská literatúra] OPRAVA UCL;;;;
1||Špirytová, Jana OPRAVA UCL;;;;
1||Quilici, Elisa;;;;
1||mej [Brněnský večerník] OPRAVA UCL;;;;
1||Weis, Martin OPRAVA UCL;;;;
1||Skálová, Gabriela OPRAVA UCL;;;;
1||Výbor společnosti Anny Pammrové [Věstník Společnosti Anny Pammrové] OPRAVA UCL;;;;
1||Reuters [Mladá fronta Dnes] OPRAVA UCL;;;;
1||Ganczarczyk, Gabriela Maria OPRAVA UCL;;;;
1||Franzen, Wilfried OPRAVA UCL;;;;
1||zvl [Brněnský večerník] OPRAVA UCL;;;;
1||Kędzierska, Marta;;;;
1||paf [Týdeník Květy] OPRAVA UCL;;;;
1||Salava, Ondřej;;;;
1||daz [Mladá fronta Dnes] OPRAVA UCL;;;;
1||Havelková, Petruše OPRAVA UCL;;;;
1||(zb) [Hradecké noviny] OPRAVA UCL;;;;
1||Vozňáková, Míla;;;;
1||(om) [Knihy 92] OPRAVA UCL;;;;
1||Slámová, Táňa OPRAVA UCL;;;;
1||Costabile-Heming, Carol Anne;;;;
1||Nehybová, Lenka;;;;
1||Britchgiová, Gertruda OPRAVA UCL;;;;
1||Grohová, Radka;;;;
1||(FEI) [Demokracie v exilu] OPRAVA UCL;;;;
1||Georgiou, George;;;;
1||IZ [Právo] OPRAVA UCL;;;;
1||Fürst-Fialová, Ingeborg OPRAVA UCL;;;;
1||Kovárová, Kateřina;;;;
1||Spencer, Robert, 1977-;;;;
1||Pacheco, Fernando Assis;;;;
1||Šíchová, Irena;;;;
1||F. Č. [Most];;;;
1||Hadererová, Marie;;;;
1||Sehnal, Ladislav OPRAVA UCL;;;;
1||(mp) [Slovo - Brno] OPRAVA UCL;;;;
1||Dowe, Christopher OPRAVA UCL;;;;
1||Ziková, Johana OPRAVA UCL;;;;
1||Švecová, Olga;;;;
1||Červenka, Miroslav bbg OPRAVA UCL;;;;
1||Farský, Josef OPRAVA UCL;;;;
1||Wood, Darrin OPRAVA UCL;;;;
1||Ševčíková, Marta OPRAVA UCL;;;;
1||Adler, Michal OPRAVA UCL;;;;
1||Jelínek, Zdeněk OPRAVA UCL;;;;
1||Cupa, Juraj OPRAVA UCL;;;;
1||Cutych, Václav OPRAVA UCL;;;;
1||Mašek, Oldřich;;;;
1||Kabát, Ladislav OPRAVA UCL;;;;
1||Szabová, Lucia;;;;
1||red [Vokno (smz.)];;;;
1||Patry, Artur M. Tuma OPRAVA UCL;;;;
1||(jf) [Česká literatura] OPRAVA UCL;;;;
1||Beer, Jürgen OPRAVA UCL;;;;
1||BS [Analogon] OPRAVA UCL;;;;
1||Douglas, J.D. OPRAVA UCL;;;;
1||Rosenová, Jaroslava OPRAVA UCL;;;;
1||Vedral, Luboš;;;;
1||Levko, Jarmila;;;;
1||Vodičková, Jana OPRAVA UCL;;;;
1||Kynclová, Hana;;;;
1||Nezkusil, V.;;;;
1||Dambek, Małgorzata;;;;
1||Říhová, Eliška;;;;
1||Lauberová, Eva;;;;
1||Müller, Dorit OPRAVA UCL;;;;
1||hak [Československá televize] OPRAVA UCL;;;;
1||u+u [Agentura Beat Nebeat (smz.)];;;;
1||-ms- [Kulturní noviny];;;;
1||Cabák, Vítězslav;;;;
1||Zelenková, Anna;;;;
1||Zemanová, Jana OPRAVA UCL;;;;
1||Pospiech, Jerzy OPRAVA UCL;;;;
1||Filipe, Andreassen;;;;
1||Brejchová, Jaroslava OPRAVA UCL;;;;
1||Matúšová, Silvia;;;;
1||Jordanov [Právo lidu];;;;
1||Coubalová, Alena OPRAVA UCL;;;;
1||Skládaná, Jana;;;;
1||Rejnková, Růžena OPRAVA UCL;;;;
1||Hora, Karel OPRAVA UCL;;;;
1||Táborská, Zdeňka;;;;
1||Alexandrová, Olga OPRAVA UCL;;;;
1||Tolar, Ondřej;;;;
1||Nanthei [Kobra];;;;
1||Janšovská, Věra OPRAVA UCL;;;;
1||tom [Reportér] OPRAVA UCL;;;;
1||Hübl, Horst;;;;
1||Pokorný, Pavel OPRAVA UCL;;;;
1||(K. Š.) [Svobodné slovo] OPRAVA UCL;;;;
1||Pavlů, Dušan OPRAVA UCL;;;;
1||Jelinek-Fink, Peter;;;;
1||Veselá, Lenka;;;;
1||Nosek Zádvorský, J.;;;;
1||Mrázek, K. OPRAVA UCL;;;;
1||Beauchamp, René OPRAVA UCL;;;;
1||Alon, Alexander;;;;
1||Watzmann, Heinrich OPRAVA UCL;;;;
1||Teplý, Jaroslav OPRAVA UCL;;;;
1||Beranová, Lucie OPRAVA UCL;;;;
1||Berger, Shlomo Z.;;;;
1||Mončičák [Mladý svět] OPRAVA UCL;;;;
1||Talafantová-Becková, Marie;;;;
1||Čepanová, Naďa;;;;
1||L. K. [Tvar] OPRAVA UCL;;;;
1||Blahoš, Jaroslav OPRAVA UCL;;;;
1||Turzová, Zuzana;;;;
1||Kořenský, Miloslav OPRAVA UCL;;;;
1||Watten, Judah OPRAVA UCL;;;;
1||Aono, So;;;;
1||Schwarz, Wolfgang OPRAVA UCL;;;;
1||Figedyová, Mariana;;;;
1||Maurová, Miroslava OPRAVA UCL;;;;
1||Synek, Jaroslav OPRAVA UCL;;;;
1||Špaténka;;;;
1||Penke, Niels;;;;
1||Honzík, Miroslav OPRAVA UCL;;;;
1||zah [Mladá fronta Dnes] OPRAVA UCL;;;;
1||Vrba, Martin OPRAVA UCL;;;;
1||Presmo, Araceli Maria OPRAVA UCL;;;;
1||Bouček, G. OPRAVA UCL;;;;
1||Wysocká, Anna;;;;
1||Patka, Jiří;;;;
1||Burian, Vladimír OPRAVA UCL;;;;
1||Urban, Peter OPRAVA UCL;;;;
1||Price, Sue OPRAVA UCL;;;;
1||Zylinská, Blanka OPRAVA UCL;;;;
1||Míča, Ladislav;;;;
1||Sica, Paola;;;;
1||Urválek, Tomáš OPRAVA UCL;;;;
1||hp [Tvar] OPRAVA UCL;;;;
1||Syptáková, Jarmila;;;;
1||Rendlová, Jarmila OPRAVA UCL;;;;
1||Šindelářová, Barbara OPRAVA UCL;;;;
1||Wyss, Johana;;;;
1||Jandová, Hana;;;;
1||Hrušková, Leona OPRAVA UCL;;;;
1||Janoušek, F. V.;;;;
1||Rasochová, Tereza OPRAVA UCL;;;;
1||Motylevová, Tamara OPRAVA UCL;;;;
1||Mitze, Sonja OPRAVA UCL;;;;
1||Szlufik, Jacek;;;;
1||Hoffman, Tomáš OPRAVA UCL;;;;
1||Plaňanská, J.;;;;
1||tvr [Tvar] OPRAVA UCL;;;;
1||Dohnálek, Pavel;;;;
1||Littlefield, Peter OPRAVA UCL;;;;
1||Hanus, Jiří;;;;
1||Pavlasová, Dagmar OPRAVA UCL;;;;
1||Nagy, Jozef "Dado" OPRAVA UCL;;;;
1||Klaban, M. OPRAVA UCL;;;;
1||Forcher, Karl;;;;
1||Maadi, Hana;;;;
1||Franclová, Marie;;;;
1||(r) [Haló noviny] OPRAVA UCL;;;;
1||Šulcová, Kateřina OPRAVA UCL;;;;
1||Fenik [Antagon (smz.)];;;;
1||(rt) [Týden] OPRAVA UCL;;;;
1||Poppová, Ulrike;;;;
1||Podhradská, Anežka;;;;
1||Macháček, Martin;;;;
1||Schmidt, Friedrich OPRAVA UCL;;;;
1||Skurovcová, Irena OPRAVA UCL;;;;
1||Barbarics, Zsuzsa;;;;
1||Růžička, Ladislav OPRAVA UCL;;;;
1||Thurzo, Virginia OPRAVA UCL;;;;
1||Kříž, Radek;;;;
1||daš [Mladý svět] OPRAVA UCL;;;;
1||Hájková, Ladislava;;;;
1||jvo. [Čti];;;;
1||Sýkorová, Olga OPRAVA UCL;;;;
1||(l) [Průhledy];;;;
1||Táborský, Marek;;;;
1||Kramařík, J. OPRAVA UCL;;;;
1||tým Lexikonu české literatury [Česká literatura] OPRAVA UCL;;;;
1||ste [Lidové noviny] OPRAVA UCL;;;;
1||zr [Lidové noviny];;;;
1||(pk) OPRAVA UCL;;;;
1||Roth, Viliam;;;;
1||Lososová, Eva;;;;
1||Bohatcová, M. OPRAVA UCL;;;;
1||-jn- [Československý voják] OPRAVA UCL;;;;
1||mz [Tvar];;;;
1||Brucheová, Olga OPRAVA UCL;;;;
1||gr [Svědectví (New York-Paříž)];;;;
1||Kroulíková, Lucie, 1987-;;;;
1||Steerman, James;;;;
1||Ivšič, Radovan OPRAVA UCL;;;;
1||Blažejová, Alena;;;;
1||mh [Kurýr] OPRAVA UCL;;;;
1||(ego) [Mladá fronta Dnes] OPRAVA UCL;;;;
1||Voltrová, Jitka OPRAVA UCL;;;;
1||Stránská, Kateřina;;;;
1||Axelová, Tamara OPRAVA UCL;;;;
1||D. P. [Film a doba];;;;
1||Jiříková, Monika OPRAVA UCL;;;;
1||Jirsa, Tomáš OPRAVA UCL;;;;
1||Enroth, Petteri;;;;
1||Michálik, Emanuel OPRAVA UCL;;;;
1||Kožušník, L.;;;;
1||Richter, Otakar OPRAVA UCL;;;;
1||m [Tvorba] OPRAVA UCL;;;;
1||(mb) [Plzeňský deník] OPRAVA UCL;;;;
1||-th- [Revolver revue (smz.)];;;;
1||Š. M. [Romboid] OPRAVA UCL;;;;
1||-jv- [Tvorba] OPRAVA UCL;;;;
1||BA [Dialogy (smz.)];;;;
1||Vlčková, Marie OPRAVA UCL;;;;
1||Fries, Charles OPRAVA UCL;;;;
1||Bezdíček, Viktor;;;;
1||Gruber, Jan OPRAVA UCL;;;;
1||red [Československá televize] OPRAVA UCL;;;;
1||Shurbanov, Alexander OPRAVA UCL;;;;
1||Redakce [Slovo a smysl] OPRAVA UCL;;;;
1||Zábranická, Zdeňka OPRAVA UCL;;;;
1||Randáček, Vladimír OPRAVA UCL;;;;
1||Čížek, Josef OPRAVA UCL;;;;
1||V. H. [Nesmrtelnost] OPRAVA UCL;;;;
1||Říhová, Hana OPRAVA UCL;;;;
1||Špringel, Stanislav OPRAVA UCL;;;;
1||(kaš) [Svoboda] OPRAVA UCL;;;;
1||Nedbalová, Jaroslava;;;;
1||Prachařová, Z. OPRAVA UCL;;;;
1||Nepovida, Pavel;;;;
1||švi [Týdeník Rozhlas];;;;
1||Redakce [Svobodné slovo] OPRAVA UCL;;;;
1||Valchář, Lubomír;;;;
1||Tomášek, František OPRAVA UCL;;;;
1||Malá, Anna;;;;
1||Šolc, Jiří OPRAVA UCL;;;;
1||Koudelná, Adéla OPRAVA UCL;;;;
1||Richter, Helmut OPRAVA UCL;;;;
1||Holan, Otakar OPRAVA UCL;;;;
1||Vodičková, Božena;;;;
1||Komersová, Bára OPRAVA UCL;;;;
1||Hrabálek, Jan;;;;
1||Kotík, Jan OPRAVA UCL;;;;
1||B. M. B. [1841 - 1901 - 2001] OPRAVA UCL;;;;
1||Cimbura, Karel;;;;
1||Švábová, Šárka OPRAVA UCL;;;;
1||Škuba, Jiří OPRAVA UCL;;;;
1||Šinjori, Tena;;;;
1||Jelínková, Zuzana OPRAVA UCL;;;;
1||Or, Miriam;;;;
1||rb [Československá televize] OPRAVA UCL;;;;
1||Koutská, Dagmar OPRAVA UCL;;;;
1||Reynek, Michel;;;;
1||Bothová, Barbara;;;;
1||Tomek-Vaculík, Lubomír OPRAVA UCL;;;;
1||Sylvestr, P. OPRAVA UCL;;;;
1||O. S. [Zlatý máj] OPRAVA UCL;;;;
1||Tallová, Mária OPRAVA UCL;;;;
1||Pechr, Bohumil OPRAVA UCL;;;;
1||(pf) [Hospodářské noviny];;;;
1||Kurešová, Bernadeta;;;;
1||Shwippel, Jindřich OPRAVA UCL;;;;
1||Brincourt, Jean OPRAVA UCL;;;;
1||Vrbík, Vojtěch;;;;
1||Racochová, Alžběta;;;;
1||Johnston, Raymond;;;;
1||(jar) [Svobodné slovo] OPRAVA UCL;;;;
1||Milostná, M.;;;;
1||Kozniewski, K. OPRAVA UCL;;;;
1||Šmíd, Pavel;;;;
1||rf [Host];;;;
1||Gröger, Radim OPRAVA UCL;;;;
1||Dr. Krejzyber [Tahy 2011] OPRAVA UCL;;;;
1||rad [Haló noviny];;;;
1||Schindler, Petra;;;;
1||Adamczak, Waclaw;;;;
1||Sonneau, Alcide;;;;
1||Buštová, Věra;;;;
1||-koh [Literární noviny] OPRAVA UCL;;;;
1||Fischer, J. L. OPRAVA UCL;;;;
1||Blumfeld 2002 OPRAVA UCL;;;;
1||Schardt, Reinhold OPRAVA UCL;;;;
1||Vlnová, Denisa OPRAVA UCL;;;;
1||Hampl, Josef OPRAVA UCL;;;;
1||Stanislaw-Kemenah, Alexandra-Kathrin;;;;
1||(lpe) [LitENky] OPRAVA UCL;;;;
1||Váňa, Jan;;;;
1||Krátká, Lenka OPRAVA UCL;;;;
1||Schorpa, André OPRAVA UCL;;;;
1||ČTK [Instinkt] OPRAVA UCL;;;;
1||(fa) [Naše rodina] OPRAVA UCL;;;;
1||Marcadet, Jean OPRAVA UCL;;;;
1||Motyka, Jan;;;;
1||Pražský, Emil OPRAVA UCL;;;;
1||Redakce [Rudé právo];;;;
1||Čízová, Lenka;;;;
1||Bartoška, Karel OPRAVA UCL;;;;
1||Velkov, Ivajlo OPRAVA UCL;;;;
1||Hrušková, Ivana;;;;
1||Štěrbová, Alena OPRAVA UCL;;;;
1||Hlavatý, Milan OPRAVA UCL;;;;
1||Kocurková, Hana;;;;
1||Schingler, František OPRAVA UCL;;;;
1||Rác, Václav;;;;
1||Gellner, David OPRAVA UCL;;;;
1||Yescomte, Jane;;;;
1||Pavlíková, Veronika;;;;
1||Pařízková, Kateřina;;;;
1||Míšek, Václav OPRAVA UCL;;;;
1||Alvarez Kodeda, Petr;;;;
1||Jasińki, Mirosław;;;;
1||Brambůrek, Jan;;;;
1||Redakcia [Slovenská literatúra];;;;
1||Zajíček, Martin OPRAVA UCL;;;;
1||Zwaniecki, Andrzej;;;;
1||Ungermann, Libor OPRAVA UCL;;;;
1||Dudkina, A. I. OPRAVA UCL;;;;
1||rt [Tvorba] OPRAVA UCL;;;;
1||rz (=redakce) [Svobodné slovo] OPRAVA UCL;;;;
1||Lábaj, Ľubomír OPRAVA UCL;;;;
1||(vg) [Rozhlas] OPRAVA UCL;;;;
1||Pánková, Marie;;;;
1||Spirhanzl, Jaroslav OPRAVA UCL;;;;
1||Rychtařík, Jindřich OPRAVA UCL;;;;
1||Miller, Petra;;;;
1||j. g. [Literární noviny] OPRAVA UCL;;;;
1||Aixner, Pavel OPRAVA UCL;;;;
1||Javorský, Zdeněk;;;;
1||Berendová, Alexandra OPRAVA UCL;;;;
1||Fričová, Ivana OPRAVA UCL;;;;
1||Libánská, Anežka bbg;;;;
1||Bíl, Čeněk OPRAVA UCL;;;;
1||Kundra, Ondřej;;;;
1||Tišer, David 1984-;;;;
1||Zelinka, Timoteus Čeněk OPRAVA UCL;;;;
1||b [Studentské listy] OPRAVA UCL;;;;
1||Manfred, Strnad OPRAVA UCL;;;;
1||Poláková, Marta;;;;
1||Kubeš, Zdeněk OPRAVA UCL;;;;
1||Nachtmann, Filip;;;;
1||Šmídová, Tereza;;;;
1||Čepan, O. OPRAVA UCL;;;;
1||Kryšková, Jarmila;;;;
1||Kroesinger, Hans-Werne;;;;
1||Döring, Christian;;;;
1||Kalinova, Marija OPRAVA UCL;;;;
1||Hofbauerová, Marcela OPRAVA UCL;;;;
1||mt [Nové knihy - Výběr z nejzajímavějších knih];;;;
1||Černý, Tomáš OPRAVA UCL;;;;
1||jb [Host] OPRAVA UCL;;;;
1||F. D. [Analogon] OPRAVA UCL;;;;
1||V. Š. [Theologická revue] OPRAVA UCL;;;;
1||Rauerová, Jana OPRAVA UCL;;;;
1||Propp, Vladimir OPRAVA UCL;;;;
1||Majzner, Wladyslaw;;;;
1||Holubová, V.;;;;
1||Jirásková, Anna, 1990-;;;;
1||Pachnerová, Věra;;;;
1||Říhová, Hana;;;;
1||Linhart, Jaroslav;;;;
1||Ženková, Iva OPRAVA UCL;;;;
1||fč [Host do domu];;;;
1||Dostálek, Igor;;;;
1||Rybár, Ján OPRAVA UCL;;;;
1||Arnold, Vladimír OPRAVA UCL;;;;
1||Hraběnka von Predátor alias Potrat Berta OPRAVA UCL;;;;
1||Svobodová, Lenka OPRAVA UCL;;;;
1||Veselá, Lenka OPRAVA UCL;;;;
1||(MF) [Naše rodina] OPRAVA UCL;;;;
1||jzk [Haló noviny];;;;
1||Hrab, Ondřej;;;;
1||Kobrlová, Marie;;;;
1||Scharfenberg, Eberhard OPRAVA UCL;;;;
1||Anděl, V;;;;
1||Eliáš, Zbyněk OPRAVA UCL;;;;
1||Payne, Petr;;;;
1||Sovová, Eva OPRAVA UCL;;;;
1||Novomestská, Ivona;;;;
1||Henderson, Heike;;;;
1||Jiříček, Karel OPRAVA UCL;;;;
1||Kümmerling, Franziska;;;;
1||Valina, Václav OPRAVA UCL;;;;
1||Knězková, Zoja OPRAVA UCL;;;;
1||Holcner, Otakar;;;;
1||Rákosník, Luboš;;;;
1||Zaun, Gertraude OPRAVA UCL;;;;
1||Pudilová-Horusická, Sandra OPRAVA UCL;;;;
1||Stejskal, Milan OPRAVA UCL;;;;
1||Král, Pavel;;;;
1||Grégar, Jiří OPRAVA UCL;;;;
1||Richter, Hans;;;;
1||Starý, Jiří;;;;
1||Oujezdský, Karel OPRAVA UCL;;;;
1||Dubská, Alica OPRAVA UCL;;;;
1||Čapková, V. OPRAVA UCL;;;;
1||Kristeva, Julie OPRAVA UCL;;;;
1||Jinoch, Aleš OPRAVA UCL;;;;
1||(vb) [Špígl] OPRAVA UCL;;;;
1||(mn) [O knihách a autorech] OPRAVA UCL;;;;
1||Welichová, Anela OPRAVA UCL;;;;
1||Mareš, Jaroslav OPRAVA UCL;;;;
1||IG [Dialogy (smz.)];;;;
1||(jdr) [Československý svět] OPRAVA UCL;;;;
1||Zika, Josef;;;;
1||Afanasjeva, Olga OPRAVA UCL;;;;
1||Kalvoda, Josef OPRAVA UCL;;;;
1||Ergülen, Haydar;;;;
1||Strauss, Leo OPRAVA UCL;;;;
1||Chmelař, Josef,;;;;
1||Matuszkiewicz, Iwona;;;;
1||Náprstková, Jana;;;;
1||Jiřincová, Helena OPRAVA UCL;;;;
1||-viš- [Kurýr Odeonu] OPRAVA UCL;;;;
1||Stránská, Lenka OPRAVA UCL;;;;
1||vok [Lidové noviny] OPRAVA UCL;;;;
1||Křičková, Catherine OPRAVA UCL;;;;
1||Karskaja, Tat'jana;;;;
1||Karafiát, Jan;;;;
1||Hovorka, Alois OPRAVA UCL;;;;
1||Pepo;;;;
1||Šrámek, Václav OPRAVA UCL;;;;
1||Dohnal, Jiří OPRAVA UCL;;;;
1||(spa) [Mladá fronta Dnes] OPRAVA UCL;;;;
1||Magiere [Děti noci];;;;
1||Gratadour, Gérard;;;;
1||Müllerová, Eva OPRAVA UCL;;;;
1||Křivánková, Petra OPRAVA UCL;;;;
1||Slezáková, Alena;;;;
1||J. N-ky [Máj] OPRAVA UCL;;;;
1||Kříž, Antonín OPRAVA UCL;;;;
1||roš [Právo] OPRAVA UCL;;;;
1||Boháček, Miroslav OPRAVA UCL;;;;
1||Vajda, Mihály 1935-;;;;
1||Rice, Thomas Jackson;;;;
1||Muška, Radovan OPRAVA UCL;;;;
1||kva [Večerní Praha] OPRAVA UCL;;;;
1||Dosoudil, František OPRAVA UCL;;;;
1||Diviš, Jan OPRAVA UCL;;;;
1||(tk) [Občanský deník] OPRAVA UCL;;;;
1||Kostka, Igor;;;;
1||Jíra, Jakub;;;;
1||Černý, Rostislav OPRAVA UCL;;;;
1||Jarmai, Andrea;;;;
1||Sobota, Jiří OPRAVA UCL;;;;
1||Sklenička, Roman OPRAVA UCL;;;;
1||Beránek, Josef;;;;
1||(šv) [Hospodářské noviny] OPRAVA UCL;;;;
1||Hronová, Tereza, 1985-;;;;
1||Hanák, Jaromír OPRAVA UCL;;;;
1||Zelený, Tomáš;;;;
1||Dostálková, Lucie;;;;
1||mf [Mladý svět] OPRAVA UCL;;;;
1||Elginová, Catherine Z. OPRAVA UCL;;;;
1||čtk [Hospodářské noviny];;;;
1||Skala, Adam OPRAVA UCL;;;;
1||Kliková, Marie;;;;
1||Šuráňová, Dagmar OPRAVA UCL;;;;
1||Unger, Pavel;;;;
1||Pešoutová, Blanka;;;;
1||Veber, Václav;;;;
1||Křesťan, Marek OPRAVA UCL;;;;
1||Temer, Ervín OPRAVA UCL;;;;
1||Valeška, Jiří OPRAVA UCL;;;;
1||Kuldanová, Kateřina;;;;
1||ho [Lidové noviny] OPRAVA UCL;;;;
1||Burg, P. OPRAVA UCL;;;;
1||Havlicová, Jana OPRAVA UCL;;;;
1||Danadová, Alice OPRAVA UCL;;;;
1||Studená, Věra OPRAVA UCL;;;;
1||Titel, Volker OPRAVA UCL;;;;
1||Zeissig, Vanessa;;;;
1||Wanatowiczowá, Krystyna OPRAVA UCL;;;;
1||Destinn-Kittlová, E.V. OPRAVA UCL;;;;
1||Artiuschenko, Alina;;;;
1||Janíčková, Zlatuše OPRAVA UCL;;;;
1||Půček, Vladimír OPRAVA UCL;;;;
1||Kudaj, Barbara OPRAVA UCL;;;;
1||Crain, Caleb;;;;
1||Kubinová, Lidmila;;;;
1||Gabrielová, Jaroslava OPRAVA UCL;;;;
1||Sadowski, Witold;;;;
1||Dörfel OPRAVA UCL;;;;
1||k. r. [Svobodné slovo];;;;
1||Matějka, Ivo;;;;
1||Barone, Enrico;;;;
1||Babecki, Milosz;;;;
1||Aczel, Richard;;;;
1||Pasque, Aubin;;;;
1||ah [Československá televize] OPRAVA UCL;;;;
1||Zucker, Camilla OPRAVA UCL;;;;
1||Kabešová, Otilie OPRAVA UCL;;;;
1||Mladenovičová, Olivera OPRAVA UCL;;;;
1||Zadražilová, Nikoleta OPRAVA UCL;;;;
1||Němeček, V.;;;;
1||Thi Nhung, Do OPRAVA UCL;;;;
1||Černý, Antonín;;;;
1||Nosek, Lukáš;;;;
1||Michal, S. OPRAVA UCL;;;;
1||Spisarová-Kotík, Renáta;;;;
1||Benešová, Petra OPRAVA UCL;;;;
1||-jih- [Aluze] OPRAVA UCL;;;;
1||Šelomo ben Mešullam da Piera;;;;
1||Vrbecká, Zuzana;;;;
1||lk [Týden];;;;
1||Kráčmarová, Kateřina;;;;
1||Škodová, Markéta;;;;
1||pav [Lidové noviny] OPRAVA UCL;;;;
1||Třešňák, Milan OPRAVA UCL;;;;
1||Kučera, Jindřich OPRAVA UCL;;;;
1||Miarková, Vendula;;;;
1||Krásová, Eva;;;;
1||Hanušková, Petra OPRAVA UCL;;;;
1||Mikulášková, Eva;;;;
1||(ld) [Ostravský večerník] OPRAVA UCL;;;;
1||Kristlová-Matesová, Anita bbg OPRAVA UCL;;;;
1||Vodičková, Božena OPRAVA UCL;;;;
1||Scholz, Friedrich OPRAVA UCL;;;;
1||jš [Evangelický týdeník - Kostnické jiskry] OPRAVA UCL;;;;
1||Drastík, Stanislav;;;;
1||Kotek, Petr OPRAVA UCL;;;;
1||Zázvorková, Stela OPRAVA UCL;;;;
1||Zbíralová, Dana OPRAVA UCL;;;;
1||(zah) [Mladá fronta Dnes] OPRAVA UCL;;;;
1||Černikovský, Petr OPRAVA UCL;;;;
1||Doněcová, Kira OPRAVA UCL;;;;
1||-jt- [Květy] OPRAVA UCL;;;;
1||Chalupová, E. OPRAVA UCL;;;;
1||Horčička, Milan OPRAVA UCL;;;;
1||Slavík, František OPRAVA UCL;;;;
1||Guzier, Jakub OPRAVA UCL;;;;
1||Chlubný, Zdeněk OPRAVA UCL;;;;
1||(pal) OPRAVA UCL;;;;
1||Kellner, L. OPRAVA UCL;;;;
1||Ciznerová, Květa;;;;
1||S [Obrys - Kmen];;;;
1||XY-;;;;
1||Leshem, Moshe OPRAVA UCL;;;;
1||Trendová, Hana OPRAVA UCL;;;;
1||Urbánek, František OPRAVA UCL;;;;
1||Ort, Richard van OPRAVA UCL;;;;
1||Plch, Jiří OPRAVA UCL;;;;
1||Schreibová, Daniela OPRAVA UCL;;;;
1||Faltysová, Eva OPRAVA UCL;;;;
1||Kočandrlová, Lenka OPRAVA UCL;;;;
1||Holub, R.;;;;
1||VB [Nové knihy] OPRAVA UCL;;;;
1||Králová, Daniela;;;;
1||Medková, Viktorie;;;;
1||Gawlik, Wieslaw;;;;
1||Maruffi, Gioacchino;;;;
1||Hentgés, Pierre OPRAVA UCL;;;;
1||(to) [Pravda] OPRAVA UCL;;;;
1||Kupferberg, Naphtali;;;;
1||Kosová, Marie;;;;
1||Shaddack;;;;
1||(jč) [Nová svoboda] OPRAVA UCL;;;;
1||Skochová, Alice;;;;
1||čti [Brněnský večerník] OPRAVA UCL;;;;
1||sl [Večerní Praha];;;;
1||(iba) [Telegraf];;;;
1||jp [Ze zásuvky i z bloku (smz.)];;;;
