ceny;Kódy;;;;;;;
1||Řád práce (1955 :);;;;;;;;
1||Knihovny a komiksy stoXjinak (akce) (2018 : Vsetín, Česko);;;;;;;;
1||Výstava k 50. výročí založení nakladatelství Albatros (1999 : Praha, Česko);;;;;;;;
1||Vokalíza ’81 (1 : 29.-30. 9. 1981 Praha, Česko);;;;;;;;
1||Světová cena Nadace Simone a Cina Del Ducaových (cena za celoživotní dílo) OPRAVA UCL;;;;;;;;
1||Hrabalovo Kersko (festival) (19. : 2017 : Kersko, Hradištko, Nymburk, Česko);;;;;;;;
1||Cena svatého Vojtěcha;;;;;;;;
1||Úpice bratří Čapků (literární soutěž) (24. : 2018 : Úpice, Česko);;;;;;;;
1||Jindřichohradecký Textík (soutěž) (5. : 2015 : JIndřichův Hradec, Česko);;;;;;;;
1||Antropotyátr (3. : 2009 : Ústí nad Labem, Česko);;;;;;;;
1||Adolf Hoffmeister 1902-1973 (2004 : Praha, Česko);;;;;;;;
1||CONiáš (akce) (4. : 2010 : Praha : Česko);;;;;;;;
1||Suk '98 - Čteme všichni (vyhlášení soutěže) (1999 : Praha, Česko) OPRAVA UCL;;;;;;;;
1||Český Bond 2007 (literární soutěž);;;;;;;;
1||Libri (10. : 2004 : Olomouc, Česko);;;;;;;;
1||Literární Vysočina. Rýžování brambor (literární festival) (2009 : Chotěboř, Česko);;;;;;;;
1||[stálá expozice B. Hrabala] (výstava) (Nymburk, Česko);;;;;;;;
1||Festival spisovatelů Praha (2002) OPRAVA UCL;;;;;;;;
1||nonstop čtení (akce) (2010 : Poděbrady, Česko);;;;;;;;
1||Mezinárodní knižní veletrh (1997 : Praha, Česko) OPRAVA UCL;;;;;;;;
1||Poezie mezi námi (literární soutěž) OPRAVA UCL;;;;;;;;
1||Bohemistický seminář (seminář) (Obořiště u Dobříše, Česko) OPRAVA UCL;;;;;;;;
1||Zlatá medaile Ibrahima Rugovy za mír, demokracii a humanismus (cena) OPRAVA UCL;;;;;;;;
1||[Literární soutěž dětí Zlínského kraje] (soutěž pro děti od 6 do 15 let) (2001 : Zlín, Česko);;;;;;;;
1||Parallelen, Verbindungen, Gegensätze zwischen der kulturellen Entwicklung in der Tschechoslowakei und in Deutschland 1918-1945 (Beispiele und Vorschläge für fachübergreifende Unterrichtsprojekte) (konference) (2005 : Bautzen-Schmochtitz, Německo) OPRAVA UCL;;;;;;;;
1||Robot (festival) (2006 : Slavonice, Česko) OPRAVA UCL;;;;;;;;
1||Letní škola slovanských studií při Filozofické fakultě Masarykovy univerzity v Brně (13. : 2005 : Brno, Česko);;;;;;;;
1||Měsíc knihy (2011) OPRAVA UCL;;;;;;;;
1||Setkání autorů literatury faktu (15. : 2000 : Slavkov u Brna, Česko);;;;;;;;
1||Cena INA;;;;;;;;
1||[Seminář] (1976 : Nieborov, Polsko) OPRAVA UCL;;;;;;;;
1||Tragédia doby - tragédia človeka 19. a 20. storočia a ich vplyv na (žánrovú) podstatu literatúry (seminář) (2011 : Nitra, Slovensko);;;;;;;;
1||Tachovská reneta (8. : 2001 : Tachov, Česko);;;;;;;;
1||Reflexie najnovšej českej a slovenskej literatúry (2004 : Lednice, Česko) OPRAVA UCL;;;;;;;;
1||Svět knihy 2006 (veletrh) (2006) OPRAVA UCL;;;;;;;;
1||Morava na prahu nové doby (konference) (1994) OPRAVA UCL;;;;;;;;
1||Signály z neznáma (2011 : Brno, Česko);;;;;;;;
1||Tachovská reneta (9. : 2002 : Tachov, Česko) OPRAVA UCL;;;;;;;;
1||Šrámkova Sobotka (literární soutěž a festival) OPRAVA UCL;;;;;;;;
1||Celostátní konference o uměleckém přednesu (2. : 1962 : Praha, Česko);;;;;;;;
1||Goethova medaile;;;;;;;;
1||Letní škola klasických studií;;;;;;;;
1||Jiří Kuběna / Masky, kresby a obrazy (výstava) (2010 : Praha, Česko) OPRAVA UCL;;;;;;;;
1||Víc než orloj (výstava) (2019 : Olomouc, Česko);;;;;;;;
1||Nad dílem prof. dr. Jiřiny Otáhalové-Popelové, DrSc. (seminář) (2004 : Praha, Česko);;;;;;;;
1||[Konference k 90. výročí vzniku ČSR] (2008 : Brno, Česko);;;;;;;;
1||Tripolis Praga. Die Prager Moderne um 1900 (putovní výstava) (2001) OPRAVA UCL;;;;;;;;
1||František Langer na zlomu století (konference) OPRAVA UCL;;;;;;;;
1||Výroční ceny Nadace Český literární fond (2000) OPRAVA UCL;;;;;;;;
1||Mezinárodní kongres PEN Klubu (1938 : Praha, Česko) OPRAVA UCL;;;;;;;;
1||Česká krásná kniha XX. století (výstava) (1999 : Pardubice, Česko) OPRAVA UCL;;;;;;;;
1||Labyrint světla (interaktivní instalace) (2009 : Praha, Česko);;;;;;;;
1||[Konference o Janu Čepovi] (1998 : Olomouc, Česko);;;;;;;;
1||Oživlé texty (literární pořad);;;;;;;;
1||Quo usque tandem (mezioborová konference) (1996 : Praha, Česko);;;;;;;;
1||Ceny nakladatelství Mladá fronta;;;;;;;;
1||Zlatá stuha (akce) (2016 : Česko);;;;;;;;
1||Státní cena za literaturu a za překladatelské dílo OPRAVA UCL;;;;;;;;
1||Ornitologie moderního umění (výstava) (Praha, Česko) OPRAVA UCL;;;;;;;;
1||Macharův Brandýs (soutěž);;;;;;;;
1||Plzeň město krásné knihy (výstava) (2006 : Plzeň, Česko) OPRAVA UCL;;;;;;;;
1||Josef Čapek - malíř, básník, spisovatel (výstava) (2011 : Düsseldorf, Německo) OPRAVA UCL;;;;;;;;
1||[Sympozium] (sympozium) (2000 : Postupim, Německo) OPRAVA UCL;;;;;;;;
1||Komiks jako Brno (výstava);;;;;;;;
1||Hus - osobnost napříč staletími (konference) (2015 : Lány, Česko);;;;;;;;
1||Edice Cimelia Bohemica (výstava) (Brno, Česko) OPRAVA UCL;;;;;;;;
1||Všesvazová orientalistická konference (1. 1957 : Taškent, Uzbekistán);;;;;;;;
1||Poezie dnes? (konference) (Praha, Česko) OPRAVA UCL;;;;;;;;
1||BookCrossing (projekt výpůjček knih);;;;;;;;
1||Šrámkova Sobotka (festival poezie) OPRAVA UCL;;;;;;;;
1||Humboldtova cena (2008);;;;;;;;
1||Slezské angažmá (výstava) (2017 : Opava, Česko);;;;;;;;
1||Jiří Wolker, básník dělnické třídy Praha;;;;;;;;
1||Měsíc autorského čtení (literární festival) (2010 : Brno, Česko; Ostrava, Česko);;;;;;;
1||Ilustrace - písmo (výstava) (2005 : Benešov, Česko);;;;;;;;
1||e-Poetry 2013 (bienále) (2013 : London, Velká Británie);;;;;;;;
1||Doba vlády Karla IV. a jeho rodiny v archivních dokumentech (výstava) (2006 : Praha, Česko) OPRAVA UCL;;;;;;;;
1||Světový kongres AILC (konference) (6. : 1970 : Bordeaux, Francie) OPRAVA UCL;;;;;;;;
1||Carissime, kde se touláte? (čtení) (2011 : Brno, Česko);;;;;;;;
1||Velká válka (1914-1918) v korespondenci, korespondence za války (seminář) (2002 : Praha, Česko);;;;;;;;
1||Fenomén zla v české literatuře (studentská konference) (1997 : Brno, Česko) OPRAVA UCL;;;;;;;;
1||Svetozár Hurban Vajanský (1847-1916). Konferencia o Vajanského diele z príležitosti 50. výročia smrti (konference) (1966 : Bratislava, Slovensko) OPRAVA UCL;;;;;;;;
1||Cena Anasoft litera;;;;;;;;
1||Weltliterarisches Erbe und socialistiche Gesellschaft. Svetové literárne dedičstvo a socialistická spoločnost (kolokvium) (1972 : Berlin, Německo) OPRAVA UCL;;;;;;;;
1||Německá knižní cena;;;;;;;;
1||Bohemistický seminář (seminář pro zahraniční překladatele z češtiny) (1997 : Praha, Česko; Hluboká, Česko) OPRAVA UCL;;;;;;;
1||Host do domu - Sen o svobodě (výstava) (2014 : Rajhrad, Česko);;;;;;;;
1||Beskydy 99 (literární soutěž pro neprofesionální autory);;;;;;;;
1||Mezinárodní festival poezie (30. : 1999 : Smederevo, Jugoslávie) OPRAVA UCL;;;;;;;;
1||Zvláštní cena Klementa Bochořáka;;;;;;;;
1||Medaile Jana Patočky (ocenění);;;;;;;;
1||Francis Bacon a Bohumil Hrabal / 2 géniové (výstava) (2012 : Praha, Česko);;;;;;;;
1||Obraz dějin v české a slovenské literatuře (7. : 2008 : Praha, Česko);;;;;;;;
1||Všeslovanský sjezd novinářů;;;;;;;;
1||Kawiarenka pod Pegazem (literární setkání) (1997 : Jablunkov ve Slezsku, Česko);;;;;;;;
1||Knihy kláštera Teplá ve fondech Národní knihovny České republiky (výstava) (2009 : Praha, Česko);;;;;;;;
1||Marie Ebnerová z Eschenbachu / Deník moderní Evropanky;;;;;;;;
1||Národní cena SSR (cena);;;;;;;;
1||Herderova cena (cena udělovaná vědcům a umělcům ze zemí bývalého východního bloku) OPRAVA UCL;;;;;;;;
1||Valdštejnská lodžie a komponovaná barokní krajina okolí Jičína (konference) (1997 : Jičín, Česko);;;;;;;;
1||Divadelní léto (1. : 2016 : Kutná Hora, Česko);;;;;;;;
1||Státní cena za literaturu (2015 : (Praha, Česko);;;;;;;;
1||Možnost digitální prezentace kramářských tisků (workshop) (2018 : Praha, Česko);;;;;;;;
1||Opava - Ratiboř zpáteční (literární večer) (2003 : Opava, Česko) OPRAVA UCL;;;;;;;;
1||Prague Semiotic Stage Revisited (konference) (2011 : Brno, Česko);;;;;;;;
1||Jazyk a štýl modernej prózy (konference) (1964 : Smolenice, Slovensko) OPRAVA UCL;;;;;;;;
1||Tadeáš Haenke - český účastník Malaspinovy výpravy 1789-1794;;;;;;;;
1||výstava (1970 : Roztoky u Prahy, Česko) OPRAVA UCL;;;;;;;;
1||Proti kosmopolitismu a buržoasnímu nacionalismu, za socialistické vlastenectví a proletářský internacionalismus v divadle (1952 : Praha, Česko);;;;;;;;
1||Mezinárodní knižní veletrh (veletrh) (1999 : Frankfurt nad Mohanem, Německo) OPRAVA UCL;;;;;;;;
1||Slovanský svět v očích badatelů a publicistů 19. a 20. století (konference) (2006 : Opole, Polsko) OPRAVA UCL;;;;;;;;
1||Potulná akademie (večery literatury) OPRAVA UCL;;;;;;;;
1||Překladatelská soutěž Jiřího Levého (soutěž) (2008);;;;;;;;
1||Tridsať rokov slovenskej socialistickej literatúry pre deti a mládež (výstava) (1975 : Banská Bystrica, Slovensko) OPRAVA UCL;;;;;;;;
1||Letní škola klasických studií (konference) (14. : 2006 : Brno, Česko);;;;;;;;
1||Překladatelská soutěž z ukrajinštiny do češtiny (2. : 2018 : Praha, Česko);;;;;;;;
1||Chelčického cena;;;;;;;;
1||Mezinárodní symposium o teoretických a metodologických problémech srovnávacího literárněvědného výzkumu (symposium) (1971 : Budapest, Maďarsko) OPRAVA UCL;;;;;;;;
1||Karel Jaromír Erben (výstava) (2011 : Praha, Česko);;;;;;;;
1||Transatlantyk (cena) (2011) OPRAVA UCL;;;;;;;;
1||Letní škola slovanských studií (1960 : Praha, Česko);;;;;;;;
1||Pocta Mojmíru Trávníčkovi (konference) (2006 : Vsetín, Česko) OPRAVA UCL;;;;;;;;
1||Polyhistor, světoobčan a pacifista Jan Amos Komenský (výstava) (Fulnek, Česko) OPRAVA UCL;;;;;;;;
1||Literatura přes hranice (setkání spisovatelů) (1998);;;;;;;;
1||100py (výstava) (2018 : Plzeň, Česko);;;;;;;;
1||Literatura bez hranic (multimediální výstava);;;;;;;;
1||Dream of Europe (konference) (1988: Berlin, Německo);;;;;;;;
1||Cena Franze Kafky (6. : 2006 : Praha, Česko);;;;;;;;
1||Festival Akcent 2015 (Praha a Plzeň, Česko);;;;;;;;
1||Soutěž o nejlepší českou povídku OPRAVA UCL;;;;;;;;
1||Mezinárodní básnický listopad (festival) (20. : 1997 : Poznaň, Polsko) OPRAVA UCL;;;;;;;;
1||Dracon (1995);;;;;;;;
1||Jaroslav Durych známý i neznámý (konference) (Hradec Králové, Česko) OPRAVA UCL;;;;;;;;
1||Skřipec za rok 1994 (1995 : Praha, Česko);;;;;;;;
1||František Drtikol - Deníky a dopisy z let 1914-1918 (výstava) OPRAVA UCL;;;;;;;;
1||Literair Paasport (festival) (Haag, Nizozemsko);;;;;;;;
1||Luciferův efekt: Dobří lidé mlčeli (výstava) (2011 : Praha, Česko);;;;;;;;
1||Loď literátů (setkání) (1997 : Wroclaw, Polsko);;;;;;;;
1||150 let Slovanského sjezdu (1848). Historie a současnost (kolokvium) (1998 : Praha, Česko) OPRAVA UCL;;;;;;;;
1||Večerní univerzita bohemistiky;;;;;;;;
1||Popelec umělců (1997 : Praha, Česko) OPRAVA UCL;;;;;;;;
1||Šrámkova Sobotka (18. : Sobotka, Česko) OPRAVA UCL;;;;;;;;
1||Jaroslav Havlíček. Nebe, které odměňuje je v nás (výstava) OPRAVA UCL;;;;;;;;
1||Umělecká cena ÚV SSM;;;;;;;;
1||EKG (literární kardiogram) OPRAVA UCL;;;;;;;;
1||Skřipec (překladatelská anticena) (Praha, Česko) OPRAVA UCL;;;;;;;;
1||Mezinárodní setkání spisovatelů (2007 : Bělehrad, Srbsko);;;;;;;;
1||Slušní lidé (politické hnutí);;;;;;;;
1||Akvisice Knihovny Národního musea v svobodném Československu 1945-8 (1948 Praha, Česko);;;;;;;;
1||Open Air Program (festival) (20. : 2019 : Hradec Králové, Česko);;;;;;;;
1||[Konference o srovnávacím studiu literatur] (konference) (1962 : Budapešť, Maďarsko);;;;;;;;
1||Slovanský svět (konference) (2018 : Moskva, Rusko);;;;;;;;
1||Božena Němcová v plastice (výstava) (Česká Skalice, Česko) OPRAVA UCL;;;;;;;;
1||Suk (anketa) (2017 : Česko);;;;;;;;
1||Plzeňské sympozium k problematice 19. století 32 : 2012 : Plzeň, Česko);;;;;;;;
1||Knihovny známé i neznámé (projekt);;;;;;;;
1||Noc literatury;;;;;;;;
1||Cena knihkupců;;;;;;;;
1||Obraz Jana Amose Komenského ve 20. století. Věda - mýtus - ideologie (kolokvium) (1999 : Uherský Brod, Česko) OPRAVA UCL;;;;;;;;
1||Můj jazyk jsem já (konference) (1997) OPRAVA UCL;;;;;;;;
1||Česko jedna báseň OPRAVA UCL;;;;;;;;
1||[Odhalení pomníku Pavola Dobšinského] (odhalení pomníku) (1972 : Drienčany u Rimavské Soboty, Slovensko) OPRAVA UCL;;;;;;;;
1||Berliner Bohemica/Slovacica;;;;;;;;
1||Svět knihy '97 (3. : 1997 : Praha, Česko) OPRAVA UCL;;;;;;;;
1||CENDARI Summer School 2015: Researching Medieval Culture in a Digital Environment (2015 : Praha, Česko);;;;;;;;
1||[Česká a polská literatura 90. let našeho století] (7. česko-polské sympozium) (1999 : Praha, Česko) OPRAVA UCL;;;;;;;;
1||Literární Varnsdorf (anonymní literární soutěž) (1998);;;;;;;;
1||Tři křty (křest tří knih severočeských autorů) (2009 : Teplice, Česko);;;;;;;;
1||Otázniky nad "osmičkami" v literatúre 20. storočia 1918 - 1938 - 1948 - 1968(1989) (spoločnosť - inštitúcia - spisovateľ - dílo) (konference) (2008 : Budmerice, Slovensko) OPRAVA UCL;;;;;;;;
1||O českou báseň roku 2014 (soutěž);;;;;;;;
1||Cena BLINKR román roku;;;;;;;;
1||Pražská strukturalistická škola, historie a perspektivy (1991 : Dobříš, Česko);;;;;;;;
1||[Křest sbírky V. Křivánka Testamenty] (1999 : Praha, Česko) OPRAVA UCL;;;;;;;;
1||Literaturlandschaft Böhmen (konference) (1996 : Lübeck-Travemünde, Německo);;;;;;;;
1||Sjezd sovětských spisovatelů (2 : 1954 : Moskva);;;;;;;;
1||Kongres FIT (15. : 1999 : Mons, Belgie);;;;;;;;
1||Stružské večery poezie (festival : Struga, Makedonie);;;;;;;;
1||Hrabalova ostře sledovaná Polná (divadelní festival) (2006 : Polná, Česko);;;;;;;;
1||Obraz a slovo v českém výtvarném umění šedesátých let (výstava) (2017 : Plzeň, Česko);;;;;;;;
1||[Vzpomínkový večer k 30. výročí úmrtí Vladislava Vančury] (literární večer) (Praha, Česko) OPRAVA UCL;;;;;;;;
1||Orální historie českého divadla (projekt) (2016 : Česko);;;;;;;;
1||Ohrožujete mravní výchovu mládeže (výstava) (2005 : Praha, Česko) OPRAVA UCL;;;;;;;;
1||Sjezd císařské velebnosti ve Vídni a nejjasnějších králů Jich Milosti OPRAVA UCL;;;;;;;;
1||Židé v Čechách (seminář) (2006 : Liberec, Česko);;;;;;;;
1||Jihočeský úsměv (soutěž) (2016);;;;;;;;
1||Laterna magika: Dekonstrukce a aktualizace (2019 : Brno, Česko);;;;;;;;
1||Čestná oborová medaile Františka Palackého OPRAVA UCL;;;;;;;;
1||Paní, nesu vám psaní - Pocta Josefě Náprstkové (výstava) (2007 : Praha, Česko) OPRAVA UCL;;;;;;;;
1||Jaroměřice a rodina Josefa Floriana (přednáška) (2010 : Jaroměřice nad Rokytnou, Česko);;;;;;;;
1||Mezinárodní kongres estetiky a teorie umění (3. : 1956 : Benátky, Itálie) OPRAVA UCL;;;;;;;;
1||[Setkání vedoucích pracovníků literárněvědných pracovišť evropských socialistických zemí] (konference) (1965 : Budapest, Maďarsko) OPRAVA UCL;;;;;;;;
1||Literární proces období národních obrození a formování slovanských literatur (symposium) (1977 : Liblice, Česko);;;;;;;;
1||Březen měsíc čtenářů OPRAVA UCL;;;;;;;;
1||Cena Tvaru;;;;;;;;
1||František Palacký (1798-1876). Gelehrter, Politiker, Europäer (1998 : Vídeň, Rakousko) OPRAVA UCL;;;;;;;;
1||Czech, Slovak and Polish Structuralist Traditions in the Translation Studies Paradigm Today / (2013 : Praha, Česko);;;;;;;;
1||Palachův týden (demonstrace);;;;;;;;
1||Staré pověsti české (výstava) OPRAVA UCL;;;;;;;;
1||Evropan Milan Kundera (konference);;;;;;;;
1||Od Hadama po Hanku (setkání věnované pozeii regionálních básníků) OPRAVA UCL;;;;;;;;
1||Bezručova Opava (41. : 1998 : Opava, Česko);;;;;;;;
1||Text v pohybu - chůze (kolokvium) (2005 : Praha, Česko) OPRAVA UCL;;;;;;;;
1||Nejkrásnější kniha pro děti roku 2001;;;;;;;;
1||Zrníčka pro Pegasa (česko-polské setkání) (2009 : Broumov, Česko) OPRAVA UCL;;;;;;;;
1||Medaile za zásluhy (státní vyznamenání);;;;;;;;
1||Festival spisovatelů Praha (literární festival) (2004) OPRAVA UCL;;;;;;;;
1||[Konference o česko-polských vztazích v 2. polovině 19. století] (konference) (Hradec u Opavy, Česko);;;;;;;;
1||Strážnice Marušky Kudeříkové (soutěž) (2. : 1963 : Strážnice, Česko);;;;;;;;
1||První čtení OPRAVA UCL;;;;;;;;
1||[Výstava Karla Zlína] (2003 : Sain-Rémy-les-Chevreuse, Francie) OPRAVA UCL;;;;;;;;
1||Život a dílo Vítězslava Nezvala (výstava) (Třebíč, Česko);;;;;;;;
1||Obrazové básně (výstava) (1999 : Praha, Česko) OPRAVA UCL;;;;;;;;
1||Generace (soutěž) (20. : 1989 : Ostrava, Česko);;;;;;;;
1||Můj skvělý život s Hitlerem, Stalinem a Havlem (výstava) (2019 : Lipsko, Německo);;;;;;;;
1||Škrabodílny;;;;;;;;
1||Jaroslav Žák (1906-1960), spisovatel, novinář, pedagog a společensky angažovaný člověk (konference) (2010 : Jaroměř, Česko) OPRAVA UCL;;;;;;;;
1||Literární cena Friedricha Nietzcheho;;;;;;;;
1||Z rodinného alba. Příběhy česko-slovenského kulturního sbližování (výstava) (2019 : Praha, Česko);;;;;;;;
1||Báseň mého srdce - 99 autografů současných českých básníků (výstava) (2004 : Praha, Česko);;;;;;;;
1||Festival spisovatelů Praha (1999 : Praha, Česko) OPRAVA UCL;;;;;;;;
1||Cena města Zlína (akce) (2013 : Zlín, Česko);;;;;;;;
1||[Česko-maďarské literární a kulturní vztahy od baroka do 20. století] (vědecká konference) (1998 : Budapest, Maďarsko);;;;;;;;
1||Tance a slavnosti (16.-18. století) (výstava) (2008 : Praha, Česko) OPRAVA UCL;;;;;;;;
1||Biedermeier (Umění a kultura v českých zemích 1814-1848) (výstava) (2008 : Praha, Česko) OPRAVA UCL;;;;;;;;
1||Cena Edice Petlice;;;;;;;;
1||Letní teatrologické sympozium;;;;;;;;
1||Salon (literární večer) OPRAVA UCL;;;;;;;;
1||Magnesia Litera 2007 (literární soutěž) OPRAVA UCL;;;;;;;;
1||Literatura určená k likvidaci 2 (konference) (2004 : Brno, Česko);;;;;;;;
1||Bezručova Opava (1978 : Opava, Česko);;;;;;;;
1||Co Čech, to Němcová (soutěž);;;;;;;;
1||Autorské čtení (2012 : Praha, Česko) OPRAVA UCL;;;;;;;;
1||Bítov 2000 (literární setkání) OPRAVA UCL;;;;;;;;
1||Jedenáct let s písmenky (výstava) (2011 : České Budějovice, Česko) OPRAVA UCL;;;;;;;;
1||Teplický literární festival OPRAVA UCL;;;;;;;;
1||Podoby doby (výstava výtvarného díla) OPRAVA UCL;;;;;;;;
1||Zlatá stuha (cena) (2012) OPRAVA UCL;;;;;;;;
1||Josef Čapek - malíř, básník, spisovatel (2017 : Sobotka, Česko);;;;;;;;
1||Večery poezie (festival) (1997 : Struga, Makedonie);;;;;;;;
1||Herbert na jezykach - Recepcja twórczosci Zbigniewa Herberta w Polsce i na swiece (konference) (2008 : Varšava, Polsko) OPRAVA UCL;;;;;;;;
1||Suk (čtenářská anketa) (2011) OPRAVA UCL;;;;;;;;
1||Spisovatelé a mír - duch Helsink a povinnost mistrů kultury (setkání spisovatelů) (1977 : Sofia; Varna, Bulharsko) OPRAVA UCL;;;;;;;
1||Pozimní knižní veletrh (16. : 2006 : Havlíčkův Brod, Česko) OPRAVA UCL;;;;;;;;
1||Výroční ceny Mladé fronty (1959) OPRAVA UCL;;;;;;;;
1||[Odhalení pamětní desky B. Hrabala] (odhalení pamětní desky) (2004 : Dobrovice, Česko) OPRAVA UCL;;;;;;;;
1||In monte Oliveti : Litomyšl a knižní kultura Jednoty bratrské v 16. století (výstava) (2019 : Litomyšl, Česko);;;;;;;;
1||Podzimní knižní veletrh (12. : 2002 : Havlíčkův Brod, Česko);;;;;;;;
1||Cena Trebbia;;;;;;;;
1||[Konference o textu Slezských písní] (literárněvědná konference) (1963 : Opava, Česko);;;;;;;;
1||Pocta Bohumilu Hrabalovi (výstava) (2014 : Brusel, Belgie);;;;;;;;
1||Cesta je prach a štěrk a udusaná hlína (výstava) (2004 : Praha, Česko);;;;;;;;
1||Loď literátů (literární setkání) (2010 : Brno, Česko);;;;;;;;
1||Spisovná čeština a jazyková kultura (1993 : Olomouc, Česko);;;;;;;;
1||Münchner Bohemisten-Treffen (19. : 2015 : Mnichov, Německo);;;;;;;;
1||Avantgarda o mnoha médiích (výstava) (2004 : Praha, Česko) OPRAVA UCL;;;;;;;;
1||Stanley Pech Prize;;;;;;;;
1||Dějepisectví 2. poloviny 20. století ve světle knihy prof. PhDr. Josefa Polišenského Historik v měnícím se světě (seminář) (2001 : Praha, Česko) OPRAVA UCL;;;;;;;;
1||Artis bohemiae amicis (medaile) OPRAVA UCL;;;;;;;;
1||Světový slavistický kongres (1958 : Moskva, Rusko);;;;;;;;
1||Divočina jako fenomén integrální kultury (konference) (2002 : Klenová u Klatov, Česko) OPRAVA UCL;;;;;;;;
1||Den poezie na velhartickém hradě (festival) (6. : 2006 : Velhartice, Česko);;;;;;;;
1||Zpráva o knize (výstava) (2015 : Praha, Česko);;;;;;;;
1||Národní cena vlády;;;;;;;;
1||Řehečská slepice (6.) OPRAVA UCL;;;;;;;;
1||Parcon (setkání scifistů) (1999 : Kopřivnice, Česko);;;;;;;;
1||Medal of Franz Kafka (ocenění) OPRAVA UCL;;;;;;;;
1||Ceny Nadace Zlatý fond (1998 : Brno, Česko);;;;;;;;
1||Ladislav Michálek - Periférie (výstava) (2009 : Plzeň, Česko);;;;;;;;
1||Mezinárodní mírový seminář (1988 : Praha, Česko);;;;;;;;
1||Český jazyk a literatura v interakci (konference) (2005 : Raciborz, Polsko) OPRAVA UCL;;;;;;;;
1||Svět knihy '99 (veletrh) (1999 : Praha, Česko) OPRAVA UCL;;;;;;;;
1||Slovo a obraz v komunikaci s dětmi (seminář) (2001 : Ostrava, Česko) OPRAVA UCL;;;;;;;;
1||Magnesia Litera (výroční knižní ceny) OPRAVA UCL;;;;;;;;
1||Literární jaro (festival) (3. : 2012 : Zlín, Česko);;;;;;;;
1||Literature Across Frontiers (mezinárodní konference) (2006 : Praha, Česko);;;;;;;;
1||Magnesia Litera 2016 (2016 : Praha, Česko);;;;;;;;
1||Po stopách Rychlých šípů (výstava) (1997 : Praha, Česko);;;;;;;;
1||Nezvalovy Biskoupky 99 (fiktivní konference);;;;;;;;
1||Cena Franze Kafky (6 : 2006 : Praha, Česko);;;;;;;;
1||Karel Hynek Mácha - uchvatitel krásy (1996: Národní muzeum, Praha, Česko);;;;;;;;
1||Šrámkova Sobotka (43. : 1999 : Sobotka, Česko) OPRAVA UCL;;;;;;;;
1||Antikvární veletrh (1999 : Praha, Česko);;;;;;;;
1||Sjezd Svazu slovenských spisovatelů (2.: 1972 : Bratislava, Slovensko);;;;;;;;
1||Letní škola (4. : 1970 : Tartu, Estonsko);;;;;;;;
1||[Slavnostní předání insignií komtura Řádu umění a literatury] (2010 : Praha, Česko) OPRAVA UCL;;;;;;;;
1||Aktuálne problémy literárnej komunikácie (konference) (1975 : Nitra, Slovensko);;;;;;;;
1||50 let nakladatelství Orbis (výstava) (Praha, Česko) OPRAVA UCL;;;;;;;;
1||Mělnický Pegas (soutěž) (2007) OPRAVA UCL;;;;;;;;
1||Ceny nakladatelství Československý spisovatel (1963);;;;;;;;
1||Čtení ve vlaku (akce);;;;;;;;
1||Praha křižovatka kultur: setkání středoevropských spisovatelů (kulatý stůl) (1998 : Praha, Česko) OPRAVA UCL;;;;;;;;
1||Sjezd VKS(b) (XIX. : (1952 : Praha, Česko);;;;;;;;
1||Zlatá stuha (celostátní soutěž v oblasti knižní tvorby pro děti a mládež) (2001 : Praha, Česko) OPRAVA UCL;;;;;;;;
1||Samizdat a Edice Expedice (výstava) (2013 : Praha, Česko);;;;;;;;
1||Seminář českých a švédských spisovatelů (1995 : Praha, Česko);;;;;;;;
1||Café d`Europe (kulturní projekt);;;;;;;;
1||Měsíc knihy Olomouc březen 1959;;;;;;;;
1||Běla Kolářová (v doprovodu Tomáše Vaňka). Otisk, stopa, linie (výstava) (2012 : Praha, Česko);;;;;;;;
1||Mezinárodní knižní veletrh Bibliotéka - Pedagogika (Bratislava, Slovensko) OPRAVA UCL;;;;;;;;
1||BRaK (festival) (2017 : Bratislava, Slovensko);;;;;;;;
1||Týden J. K. Tyla;;;;;;;;
1||Ze žďárského skicáku (výstava) (2015 : Tišnov, Česko);;;;;;;;
1||Cesta na jih (výstava) (1999 : Praha, Česko);;;;;;;;
1||Nejlepší audioknihy roku 2017 (akce);;;;;;;;
1||[Československo-polské kulturní a politické vztahy v 19. a 20. století] (vědecká konference) (1962 : Praha, Česko) OPRAVA UCL;;;;;;;;
1||Krajiny života Anny Pammrové (výstava) (2011 : Velká Bíteš, Česko);;;;;;;;
1||Šrámkova Sobotka (festival) (2005 : Sobotka, Česko) OPRAVA UCL;;;;;;;;
1||Ortenova Kutná Hora (festival) (26. : 2019 : Kutná Hora, Česko);;;;;;;;
1||Jednota bratrská a J. A. Komenský (výstava) (2007 : Praha, Česko) OPRAVA UCL;;;;;;;;
1||Výroční ceny Mladé fronty (ceny) OPRAVA UCL;;;;;;;;
1||Mezinárodní spolek básníkův OPRAVA UCL;;;;;;;;
1||European Book Award=Evropská kniha roku (literární cena) OPRAVA UCL;;;;;;;;
1||Karel a Josef - bratři Čapkové (výstava) (2020 : Plzeň, Česko);;;;;;;;
1||Literární SUPERstar (literární soutěž) (2009 : Ústí nad Labem, Česko);;;;;;;;
1||Medaile J. A. Komenského (ocenění) OPRAVA UCL;;;;;;;;
1||BigMag. Jiné časopisy v Česku po roce 1989 (výstava) (2011 : Praha, Česko) OPRAVA UCL;;;;;;;;
