ceny;Kódy;;;;;;;
1||Item plures et alios libros. Výstava knih kláštera Teplá ve fondech NK ČR (výstava) (2009 : Praha, Česko);;;;;;;;
1||Zdeněk Kalista a kulturní historie (konference) OPRAVA UCL;;;;;;;;
1||Dny poezie (2004) OPRAVA UCL;;;;;;;;
1||Hodnoty a umění v literatuře (9 : 2012 : Brno, Česko);;;;;;;;
1||Státní cena za překladatelské dílo 1996 OPRAVA UCL;;;;;;;;
1||Studia komiksu: možnosti a perspektivy (kolokvium) (2011 : Olomouc, Česko) OPRAVA UCL;;;;;;;;
1||Koncepcie subjektu v literatúre Strednej a Východnej Európy na začiatku storočia (konference) (1996 : Budapešť, Maďarsko);;;;;;;;
1||Jeden jazyk naše heslo buď I (literárněvědná konference k 180. výročí úmrtí A. J. Puchmajera) (2000 : Radnice, Česko) OPRAVA UCL;;;;;;;;
1||mezinárodní Stalinova cena míru;;;;;;;;
1||Literární cena Jiřího Mahena (1960);;;;;;;;
1||Cena německých literárních kritiků (2011);;;;;;;;
1||Cesty Franze K. (fotografický projekt) (2007);;;;;;;;
1||Král pohádek (vzdělávací program);;;;;;;;
1||[Seminář k 100. výročí narození S. K. Neumanna] (Plzeň, Česko) OPRAVA UCL;;;;;;;;
1||Mělnický Pegas (soutěž) (9. : 2003 : Mělník, Česko);;;;;;;;
1||Lidové noviny a Karel Poláček (sampozium) (1998 : Rychnov nad Kněžnou, Česko);;;;;;;;
1||Autorské čtení básní (literární večer) (2012 : Praha, Česko);;;;;;;;
1||Bimba - zapomenutý malíř Bohumil Konečný (výstava) (2007) OPRAVA UCL;;;;;;;;
1||Řád vycházejícího slunce, zlaté paprsky s rosettou;;;;;;;;
1||Cena Nadace Českého literárního fondu (2000);;;;;;;;
1||Krtek a rybka (křest knihy) (2011 : Dobříš, Česko; Dobříš, Česko) OPRAVA UCL;;;;;;;
1||Cena Vladislava Vančury (2008);;;;;;;;
1||Literárny Kežmarok (14. : 1979 : Kežmarok, Slovensko);;;;;;;;
1||Židovský kultúrný fenomén v stredoeurópskom kontexte (2015 : Nitra, Slovensko);;;;;;;;
1||Čtení ve vlaku (projekt);;;;;;;;
1||Textík (literární soutěž) (2012 : Jindřichův Hradec, Česko) OPRAVA UCL;;;;;;;;
1||Chrám věd a múz (2016 : Olomouc, Česko);;;;;;;;
1||Sjezd československých obránců míru;;;;;;;;
1||Cena Nadace Dagmar a Václava Havlových Vize 97 (2001);;;;;;;;
1||Cesta života : rabi Jehuda Leva ben Becalel, kol. 1525-1609 (výstava) (2009 : Praha, Česko);;;;;;;;
1||Festival Fantazie 2015 (2015 : Chotěboř, Česko);;;;;;;;
1||Aukce Českého antikvariátu (33. : 2010 : Praha, Česko) OPRAVA UCL;;;;;;;;
1||Šumava - Böhmerwald (výstava) (2008 : Passau, Německo) OPRAVA UCL;;;;;;;;
1||Václav Havel (výstava fotografií) (2000 : Praha, Česko);;;;;;;;
1||Světový festival mládeže a studentstva;;;;;;;;
1||F. L. Rieger a česká společnost druhé poloviny 19. století (konference) (2003 : Semily, Česko) OPRAVA UCL;;;;;;;;
1||Večer autorů;;;;;;;;
1||Podkarpatská Rus a Československo (studentská vědecká konference) (1997 : Hradec Králové, Česko) OPRAVA UCL;;;;;;;;
1||Bezručova Opava (1976 : Opava, Česko);;;;;;;;
1||Praga da una primavera all'altra. 1968-1969 (výstava) (2008-2009 Udine, Itálie);;;;;;;;
1||Výstava brněnských univerzitních vydavatelů (výstava v rámci veletrhu) OPRAVA UCL;;;;;;;;
1||Josef Čapek - malíř, básník, spisovatel Praha 2012;;;;;;;;
1||Cirkopolis (festival) (7. : 2020 : Praha, Česko);;;;;;;;
1||Foskar (hudební cena) OPRAVA UCL;;;;;;;;
1||Pražská škola poetiky (akce) (1999 : Praha, Česko) OPRAVA UCL;;;;;;;;
1||Liblická Konference Ústavu jazyků a literatur ČSAV o pražské německé literatuře (1965 : Liblice, Česko);;;;;;;;
1||O2 Audiokniha roku;;;;;;;;
1||Vladimir Sis i Balgarija (vědecká konference) (2003 : Chaskovo, BLR);;;;;;;;
1||Paměti a vzpomínky jako historický pramen (konference) (2004 : Praha, Česko) OPRAVA UCL;;;;;;;;
1||Premia Bohemica (cena) (2004);;;;;;;;
1||Zkoušky z dospělosti OPRAVA UCL;;;;;;;;
1||Cena Ason-klubu (2017 : Plzeň, Česko);;;;;;;;
1||Labyrint světa J. A. Komenského očima současných italských umělců a studentů (výstava) (2007 : Praha, Česko);;;;;;;;
1||Literatura a Evropa: italští spisovatelé v Praze (setkání) (1998 : Praha, Česko);;;;;;;;
1||O ženě v české a slovenské literatuře (konference) (2004 : Opava, Česko) OPRAVA UCL;;;;;;;;
1||Evropský fejeton 2004 (literární soutěž) OPRAVA UCL;;;;;;;;
1||[Čtení autorů sdružených kolem časopisu Lógr] (literární večer) (2011 : Praha, Česko);;;;;;;;
1||Nejlepší dětem (mezinárodní setkání spisovatelů a teoretiků literatury pro děti a mládež) (1975 : Dobříš, Česko);;;;;;;;
1||Cena Premia Bohemica (1998);;;;;;;;
1||CONiáš (2. : 2008 : Praha, Česko);;;;;;;;
1||Mezinárodní knižní veletrh (1998 : Frankfurt am Main, SRN) OPRAVA UCL;;;;;;;;
1||Zikmund Winter 1846 - 1912 (konference) (1996 : Praha, Česko; Rakovník, Česko) OPRAVA UCL;;;;;;;
1||Pracoval jsem mnoho (projekt);;;;;;;;
1||Světci v lidové tradici (konference) (1995 : Uherské Hradiště, Česko) OPRAVA UCL;;;;;;;;
1||Duchovný odkaz Jana Amosa Komenského Slovensku (kolokvium) (1998);;;;;;;;
1||Česká bible v průběhu staletí (výstava) OPRAVA UCL;;;;;;;;
1||Kolokvium k nedožitým 95. narozeninám Bohumila Hrabala (2009 : Praha, Česko);;;;;;;;
1||setkání básníků (1997 : Dolní Žleb, Česko) OPRAVA UCL;;;;;;;;
1||Božena Němcová, život, dílo, doba. Konference o první polovině 19. století (konference) (2005 : Česká Skalice, Česko);;;;;;;;
1||Zlatá stuha (ceny) (1999) OPRAVA UCL;;;;;;;;
1||Literární a výtvarná soutěž Marie Kodovské (soutěže) (2011);;;;;;;;
1||Nebeský žebřík (výstava) (2019 : Praha, Česko);;;;;;;;
1||Premia Bohemica (2007) OPRAVA UCL;;;;;;;;
1||Premia Bohemica (cena zahraničnímu bohemistovi, který se významnou měrou zasloužil o propagaci české literatury ve své zemi) OPRAVA UCL;;;;;;;;
1||slam poetry (soutěž v přednesu) OPRAVA UCL;;;;;;;;
1||Havel-Prigov a česká experimentální tvorba (2016 : Praha, Česko);;;;;;;;
1||Evropský fejeton;;;;;;;;
1||Cožpak to jsem chtěl, aby mne zařadili do literatury? (2016 Tasov, Česko);;;;;;;;
1||Jakub Deml a literární tradice (2017 : Praha, Česko);;;;;;;;
1||Památníky (štambuchy) raného novověku jako mezioborový pramen (konference) (1997 : Praha, Česko) OPRAVA UCL;;;;;;;;
1||Drážďanská cena lyriky (literární cena) (2008 : Dresden, Německo) OPRAVA UCL;;;;;;;;
1||Čtenář a jeho knihovna (seminář) (2002 : Jindřichův Hradec, Česko) OPRAVA UCL;;;;;;;;
1||Obraz světa v jazyce (konference) (2000 : Praha, Česko);;;;;;;;
1||[Roman Jakobsons Gedichtanalysen] (sympozium) (2002 : Kloster Seeon, Německo);;;;;;;;
1||[Böhmen - Vielfalt und Einheit einer literarischen Provinz] (konference) (1998 : Stuttgart, Německo) OPRAVA UCL;;;;;;;;
1||Svět knihy Brno (knižní veletrh) (2005 : Brno, Česko) OPRAVA UCL;;;;;;;;
1||[Seminář o dětské literatuře] (seminář) (Japonsko) OPRAVA UCL;;;;;;;;
1||Mezinárodní sympozium Otokar Březina 2014 / (2014 : Praha, Česko);;;;;;;;
1||Knihy a knihovny (akce);;;;;;;;
1||Jiří Suchý & Jiří Šlitr (2016 : Praha, Česko);;;;;;;;
1||Krok k autorské existenci (konference o tvůrčím psaní) (2002 : Praha, Česko) OPRAVA UCL;;;;;;;;
1||Samizdat - alternativní kultura ve střední a východní Evropě - šedesátá až osmdesátá léta 20. století (výstava) (2002 : Praha, Česko);;;;;;;;
1||Mělnický Pegas (24. : 2018 : Mělník, Česko);;;;;;;;
1||Generace 76 (literární přehlídka) (Ostrava, Česko) OPRAVA UCL;;;;;;;;
1||Mezinárodní výstava knižního umění (1959 : Lipsko, Německo);;;;;;;;
1||Literatura přes hranice (setkání) (1999 : Plzeň, Česko);;;;;;;;
1||Svět knihy 98 (4. : 1998 : Praha, Česko) OPRAVA UCL;;;;;;;;
1||Mělnický Pegas (literární soutěž) (Mělník, Česko);;;;;;;;
1||Svět knihy (mezinárodní knižní veletrh a festival) (2007 : Praha, Česko) OPRAVA UCL;;;;;;;;
1||Josef Vítězslav Šimák a poslání regionální historiografie v dnešní době (vědecká konference) (1996 : Hrubá Skála u Turnova, Česko);;;;;;;;
1||[Hudebněvědný seminář] (seminář) (1966 : Moskva, Rusko);;;;;;;;
1||Knihy Aulos (výstava) (2001 : Praha, Česko);;;;;;;;
1||Od poetismu k surrealismu (výstava) OPRAVA UCL;;;;;;;;
1||Dnešní svět zítřejšíma očima (2015 : Brno, Česko);;;;;;;;
1||Den tiskařů (2019 : Kralice nad Oslavou, Česko);;;;;;;;
1||Křižánky (festival) (1. : 1987 : Křižánky, Česko);;;;;;;;
1||Typologie české kultury 60. let (konference) (1993 Praha, Česko);;;;;;;;
1||Mistr Jan Hus a jeho svět (2015 : Praha, Česko);;;;;;;;
1||Džambul Džabajev a sovětská kultura 30. let (konference) (2004 : Praha, Česko);;;;;;;;
1||Tradice a dnešek literárněvědné komparatistiky (mezinárodní konference) (1996 : Plzeň, Česko) OPRAVA UCL;;;;;;;;
1||Výroční autorské ceny nakladatelství Vyšehrad za rok 2003 (nakladatelské ceny);;;;;;;;
1||Jan Smetana a jeho škola (2018 : Kutná Hora, Česko);;;;;;;;
1||Premia bohemica (literární cena) OPRAVA UCL;;;;;;;;
1||Prag in der Zeit der Luxemburger: Literatur, religiöse Ideen und Herrschaftskulturen zwischen Bereicherung und Behauptung (2016 : Luxembourg, Lucembursko);;;;;;;;
1||Sociologie a literatura (seminář) OPRAVA UCL;;;;;;;;
1||Václav Budinský: Gymnázium (křest knihy) (2010 : Praha, Česko);;;;;;;;
1||Macharův Brandýs (literární cena);;;;;;;;
1||Libri Olomouc (knižní veletrh) (2007 : Olomouc, Česko);;;;;;;;
1||Mezinárodní sjezd slavistů (12. : Krakov, Polsko) OPRAVA UCL;;;;;;;;
1||Romantiker in Prag und Böhmen. Kulturelle Entwicklungen zwischen Austerlitz und Restauration (2015 : Praha, Česko);;;;;;;;
1||Brněnské kolo (25.) OPRAVA UCL;;;;;;;;
1||Súčasné podoby stredoeurópskeho historického románu (2014 : Bratislava, Slovensko);;;;;;;;
1||Konvergencie a divergencie existenciálnej semiotiky (konference) (2007 : Nitra, Slovensko);;;;;;;;
1||Moravská historiografie (konference) (2008 : Rajhrad, Česko) OPRAVA UCL;;;;;;;;
1||Orfeovi - Ruce Euridičiny (2015 : Praha, Česko);;;;;;;;
1||Cena Karla Havlíčka Borovského (cena) (1999);;;;;;;;
1||Cena rozhlasové kritiky;;;;;;;;
1||Státní cena za překlad (literární cena) (1997) OPRAVA UCL;;;;;;;;
1||Prezident Václav Havel (výstava) OPRAVA UCL;;;;;;;;
1||Podzimní knižní trh (2000 : Havlíčkův Brod, Česko) OPRAVA UCL;;;;;;;;
1||Svět knihy 2005 (knižní veletrh) OPRAVA UCL;;;;;;;;
1||Večer Romské kultury;;;;;;;;
1||Mácha 2010 (výstava) (2010 : Bratislava, Slovensko);;;;;;;;
1||Výroční ceny Nadace Český literární fond (2003) OPRAVA UCL;;;;;;;;
1||Juden zwischen Deutschen und Tschechen (konference) (2003 : Regensburg, Německo);;;;;;;;
1||Modely reprezentací v literatuře (konference) (2011 : České Budějovice, Česko) OPRAVA UCL;;;;;;;;
1||Marie von Ebner-Eschenbach - Život a dílo (sympozium) (1995 : Kroměříž, Česko) OPRAVA UCL;;;;;;;;
1||Memoriál Jana Tleskače OPRAVA UCL;;;;;;;;
1||Zeyerovy Vodňany 2018 : Vodňany, Česko);;;;;;;;
1||Cena PEN klubu (2011);;;;;;;;
1||Praha prvých kapitol Jiráskových "Starých pověstí českých" ve světle výzkumu;;;;;;;;
1||Svět knihy (veletrh) (Brno, Česko) OPRAVA UCL;;;;;;;;
1||Julius Zeyer, lumírovský básník v duchovním dění Evropy (konference) (2007 : Brno, Česko);;;;;;;;
1||Tabook (festival) (7. : 2018 : Tábor, Česko);;;;;;;;
1||Jeden jazyk naše heslo buď (konference) (2000 : Radnice, Česko) OPRAVA UCL;;;;;;;;
1||[2. evropský kongres odborových organizací spisovatelů] (kongres) (1978 : Florencie, Itálie) OPRAVA UCL;;;;;;;;
1||[Jan Čep] (výstava) (2002 : Praha, Česko) OPRAVA UCL;;;;;;;;
1||Ligatura (festival);;;;;;;;
1||Antisemitismus ve střední a východní Evropě na přelomu 19. a 20. století (první seminář z uvedeného cyklu) (2003);;;;;;;;
1||Měsíc autorského čtení (festival) (6. : 2005 : Brno, Česko);;;;;;;;
1||Musen an die Front! Schrifsteller und Künstler im Dienst der k. und k. Kriegspropaganda 1914-1918 (2003 : München, Německo);;;;;;;;
1||Spolkový záslužný kříž (vyznamenání) OPRAVA UCL;;;;;;;;
1||European Book Award (evropská literární cena) (2009) OPRAVA UCL;;;;;;;;
1||Měsíc autorského čtení (literární festival) (4. : 2005 : Brno, Česko);;;;;;;;
1||Radostný život posmrtný : Komedie o lidech kolem umění a úspěchu mrtvých (1990) OPRAVA UCL;;;;;;;;
1||Konference Stankovič. Poezie - kritika - společnost (2019 : Praha, Česko);;;;;;;;
1||Vyhnání / odsun Němců z Československa v zrcadle české literatury (konference) (2004 : Wien, Rakousko);;;;;;;;
1||Starý zákon v knižní kultuře a v české literatuře 19. a 20. století (výstava) (1995 : Praha, Česko);;;;;;;;
1||První sjezd českých spisovatelů (1946) OPRAVA UCL;;;;;;;;
1||Knihožrout;;;;;;;;
1||Salon původní tvorby 2012 (festival scénického čtení);;;;;;;;
1||Knihovnický happening (hapenning) (2009 : Vsetín, Česko);;;;;;;;
1||Mars Moravicus - Neklidná léta Moravy (konference) (2004 : Olomouc, Česko);;;;;;;;
1||Literatur unter dem Hakenkreuz (Böhmen und Mähren 1938-1945) (mezinárodní kolokvium) (2000 : Mnichov, Německo);;;;;;;;
1||Ceny Václava Bendy;;;;;;;;
1||Český politický realismus na přelomu 19. a 20. století (seminář) (2004);;;;;;;;
1||F.L. Rieger a česká společnost 2. poloviny 19. století (konference) (2003 : Semily, Česko) OPRAVA UCL;;;;;;;;
1||Slavme slavně slávu Slavóv slavných. Slovanství a česká kultura 19. století (sympozium) (2005 : Plzeň, Česko) OPRAVA UCL;;;;;;;;
1||Mezinárodní knižní veletrh (Varšava, Polsko) OPRAVA UCL;;;;;;;;
1||Vzpomínka na Filipa Topola (výstava) (2013 : Praha, Česko);;;;;;;;
1||Strašice Karla Vokáče OPRAVA UCL;;;;;;;;
1||Moravský festival poezie (1969) OPRAVA UCL;;;;;;;;
1||Cena Toma Stoparda;;;;;;;;
1||Alois Nebel - Život podle jízdního řádu (výstava) (2012 : Stuttgart, Německo);;;;;;;;
1||Svět knihy dětem (prodejní knižní výstava) (2006 : Jičín, Česko) OPRAVA UCL;;;;;;;;
1||Slam Poetry (soutěž v přednesu) OPRAVA UCL;;;;;;;;
1||Slam poetry (soutež) (2004 : Praha, Česko) OPRAVA UCL;;;;;;;;
1||Mezinárodní festival studentských filmů Písek 2008 (festival) (2008 : Písek, Česko) OPRAVA UCL;;;;;;;;
1||Goncourtova cena (francouzská literární cena);;;;;;;;
1||Cz.komiks (soutěž);;;;;;;;
1||Knižní veletrh (veletrh : Varšava, Polsko);;;;;;;;
1||2005 Nesmírná odysea (soutěž) (2005) OPRAVA UCL;;;;;;;;
1||Výroční ceny Nadace ČLF (2001);;;;;;;;
1||Obrazy a kresby (výstava) (2008 : Chrudim, Česko) OPRAVA UCL;;;;;;;;
1||Měsíc autorského čtení (4. : Brno, Česko) OPRAVA UCL;;;;;;;;
1||[Podzimní knižní veletrh] (2005 : Havlíčkův Brod, Česko) OPRAVA UCL;;;;;;;;
1||Olomoucké léto;;;;;;;;
1||Zlatá stuha za rok 2003 (2004);;;;;;;;
1||Dějiny mentalit a jejich recepce v českém prostředí (pracovní seminář) (2002 : Praha, Česko) OPRAVA UCL;;;;;;;;
1||Literární cena Knižního klubu (2005);;;;;;;;
1||Festival současného dramatu (1958 : Praha, Česko) OPRAVA UCL;;;;;;;;
1||[Výstava české a slovenské knihy] (výstava) (1972 : Stockolm, Švédsko) OPRAVA UCL;;;;;;;;
1||Prix Bohemia Radio '99 (mezinárodní festival rozhlasové tvorby) OPRAVA UCL;;;;;;;;
1||Rok Václava Čtvrtka (2011 : Jičín, Česko);;;;;;;;
1||Literatura na webu (projekt);;;;;;;;
1||To nejlepší z ilustrace 2010 (2011 : Liberec, Česko);;;;;;;;
1||Celostátní divadelní konference (5. : 1951 : Praha, Česko);;;;;;;;
1||Salon knihy (veletrh) (2006 : Paříž, Francie) OPRAVA UCL;;;;;;;;
1||Festival dětské knihy (festival) (2009 : České Budějovice, Česko) OPRAVA UCL;;;;;;;;
1||Pražský divadelní festival německého jazyka. Schein & Sein - Zdání a bytí (2010 : Praha, Česko) OPRAVA UCL;;;;;;;;
1||Literatura přes hranice (setkání spisovatelů) (Plzeň, Česko);;;;;;;;
1||Zajatci hvězd a snů (Katolická moderna a její časopis Nový život /1896-1907/ (výstava) (2000 : Brno, Česko) OPRAVA UCL;;;;;;;;
1||[Konference o uměnovědném díle Z. Nejedlého] (1973 : Praha, Česko);;;;;;;;
1||Text and Border: The Borders of the Text (sympozium) (2003 : Innsbruck, Rakousko);;;;;;;;
1||Slovenské národné povstanie - zdroj nových vzťahov českej a slovenskej kultúry (sympozium) (1974 : Praha, Česko) OPRAVA UCL;;;;;;;;
1||SUK '96 (soutěž v oblasti literatury pro děti) OPRAVA UCL;;;;;;;;
1||Povídka pro Adru (projekt) OPRAVA UCL;;;;;;;;
1||Sjezd Klubu mladých čtenářů (sjezd) (3. : 1968 OPRAVA UCL;;;;;;;;
1||Světový sjezd o literatuře pro mládež (1996 : Soul, Jižní Korea) OPRAVA UCL;;;;;;;;
1||Dialektika osvobození (kongres) (1967 : Londýn, Velká Británie) OPRAVA UCL;;;;;;;;
1||Rituál smíření (konference) (2007 : Brno, Česko);;;;;;;;
1||4+4 dny v pohybu Praha, Česko);;;;;;;;
1||Kniha dětem (výstava);;;;;;;;
1||Ceny divadelní kritiky 2016 (3 : 2017 : Praha, Česko);;;;;;;;
1||Ad mandatum domini Regis: Z královské kanceláře a knihovny Václava IV. (výstava);;;;;;;;
1||Jaroslav Benda 1882-1970 (výstava) (2017 : Praha, Česko);;;;;;;;
1||Otfried Preussler didaktisch (seminář) (2009 : Řehlovice, Česko);;;;;;;;
1||Česká kniha roku (literární cena) OPRAVA UCL;;;;;;;;
1||Porovnávacie dejiny európskych literatúr (mezinárodní literární projekt);;;;;;;;
1||Žánrové hodnoty l'udovej a autorskej rozprávky (konference) (1997 : Prešov, Slovensko);;;;;;;;
1||Wende - Bruch - Kontinuum (sympozium) (2005 : Ústí nad Labem, Česko) OPRAVA UCL;;;;;;;;
1||SUK 2001 (soutěž) OPRAVA UCL;;;;;;;;
1||[Diskuse historiků] (2001 : Praha, Česko) OPRAVA UCL;;;;;;;;
1||Češi a Němci v pojetí a politice T. G. Masaryka (konference) (2002 : Praha, Česko) OPRAVA UCL;;;;;;;;
1||Knihovny současnosti (konference) (26. : 2018 : Olomouc, Česko);;;;;;;;
1||Bohemia (festival poezie) (2002 : Rakovník, Česko) OPRAVA UCL;;;;;;;;
1||Rožmberkové v literatuře (výstava) (2011) OPRAVA UCL;;;;;;;;
1||Kulatý stůl na téma Host do domu OPRAVA UCL;;;;;;;;
1||Svět knihy '98 (mezinárodní knižní veletrh) (1998 : Praha, Česko) OPRAVA UCL;;;;;;;;
1||Cesty slovenskej knihy (výstava) (2008 : Praha, Česko);;;;;;;;
1||Festival československé nezávislé kultury (1989 : Vratislav, Polsko);;;;;;;;
1||Šmidrové (výstava) (2005 : Bítov, Česko) OPRAVA UCL;;;;;;;;
1||Jirka Kniha hledá autory (projekt);;;;;;;;
1||Hledáme mladé básníky (soutěž);;;;;;;;
1||Rozmarné léto (seminář) (2000 : Háj ve Slezsku, Česko) OPRAVA UCL;;;;;;;;
1||U Tichýho Františka (autorské čtení) (2009 : Praha, Česko);;;;;;;;
1||Kniha Lidových novin (literární soutěž);;;;;;;;
1||Svět Knihy OPRAVA UCL;;;;;;;;
1||Šibenik (festival) (1968 : Jugoslávie) OPRAVA UCL;;;;;;;;
1||Ceny divadelní kritiky za rok 2017;;;;;;;;
1||Jan Zrzavý 1890-1977 (konference) (2007 : Havlíčkův Brod, Česko) OPRAVA UCL;;;;;;;;
1||Soutěž Jiřího Levého (soutěž) (2005) OPRAVA UCL;;;;;;;;
1||Zvuk psaného - Hlasy pražské německé literatury (expozice) (Praha, Česko);;;;;;;;
1||Outsiderstvo v umeleckej literatúre (konference) (2007 : Banská Bystrica, Slovensko) OPRAVA UCL;;;;;;;;
1||Texty a varianty;;;;;;;;
1||Roky ve dnech - české umění let 1945-1957 (výstava) (2010 : Praha, Česko) OPRAVA UCL;;;;;;;;
1||Bruncvík a víla (mezinárodní konference) (2008 : Praha, Česko);;;;;;;;
1||Jaro s Šestatřicátníky (literární večery);;;;;;;;
1||Audiokniha roku (projekt);;;;;;;;
1||Dny poezie (35. : Poděbrady, Česko) OPRAVA UCL;;;;;;;;
1||Interdisciplinarnost teorije književnosti (mezinárodní konference) (1996 : Bělehrad, Srbsko);;;;;;;;
1||[Kongres IBBY v Kolumbii];;;;;;;;
1||H+H-H2 (literární soutěž);;;;;;;;
1||Svět knihy 2006 (knižní veletrh) (Praha, Česko) OPRAVA UCL;;;;;;;;
1||František Nepil, spisovatel dětí a dospělých (výstava) (1999 : Praha, Česko) OPRAVA UCL;;;;;;;;
1||Česká kultura a umění ve 20. století (sympozium) (2009 : Praha, Česko; Olomouc, Česko) OPRAVA UCL;;;;;;;
1||Čechy, Morava a Slezsko - kulturní oblast evropského významu (konference) (1998 : Magdeburk, Německo) OPRAVA UCL;;;;;;;;
1||[Puškinovská konference] (1979 : Praha, Česko) OPRAVA UCL;;;;;;;;
1||Tradice a dnešek literárněvědné komparatistiky (konference) (1996 : Plzeň, Česko) OPRAVA UCL;;;;;;;;
1||Jakoubek ze Stříbra: texty a jejich působení (konference) (2005 : Praha, Česko) OPRAVA UCL;;;;;;;;
1||Macharův Brandýs (soutěž) (2008);;;;;;;;
1||Soutěž Julia Fučíka;;;;;;;;
1||Svatý Václav a jeho kult (konference) (2008 : Praha, Česko) OPRAVA UCL;;;;;;;;
1||státní ceny Klementa Gottwalda (1.: 1955);;;;;;;;
1||Neumannovy Poděbrady 1972 (festival) (1972 : Poděbrady, Česko);;;;;;;;
1||[Mezinárodní bohemistická konference] (konference) (2004 : Plzeň, Česko) OPRAVA UCL;;;;;;;;
1||Bojem zvítězila (výstava) (Brno, Česko) OPRAVA UCL;;;;;;;;
1||Hudba v Olomouci a na střední Moravě. Historie a současnost IV. (konference) (2006 : Olomouc, Česko);;;;;;;;
1||SUK 2003 (literární anketa) (2004 : Praha, Česko) OPRAVA UCL;;;;;;;;
1||Literární výlet (9. : 2004 : Praha, Česko);;;;;;;;
1||Kultura jako nositel a oponent politických záměrů (konference) (2004 : Praha, Česko; Hamburg, Německo);;;;;;;
1||Geschichtliche Mythen in den Literaturen und Kulturen Ostmittel- und Südeuropas (mezioborová konference) (1997 : Lipsko, Německo);;;;;;;;
1||Vyprávění v kontextu (kolokvium) (2008);;;;;;;;
1||Minulost a budoucnost strukturalismu (symposium) (2016 : Praha, Česko);;;;;;;;
1||Evropanství a T. G. Masaryk (konference) (1998 : Hodonín, Česko) OPRAVA UCL;;;;;;;;
1||Po stopách Rychlých šípů (1997 : Praha, Česko) OPRAVA UCL;;;;;;;;
1||Žižkovská noc (8. : 2018 : Praha, Česko);;;;;;;;
1||Česko-slovenské vztahy, Evropa a svět (konference) (2003 : Brno, Česko) OPRAVA UCL;;;;;;;;
1||Ľudovít Štúr česko-slovenský (literárněvědný seminář) (2006 : Praha, Česko);;;;;;;;
1||Den horníků (7. : 1955 : Česko);;;;;;;;
1||Festival spisovatelů Praha (festival) (2006) OPRAVA UCL;;;;;;;;
1||Sjezd Svazu československých spisovatelů (3. : 1963 : Praha, Česko) OPRAVA UCL;;;;;;;;
1||Literární Vysočina (2006 : Chotěboř, Česko);;;;;;;;
1||Česko-čínská kulturní spolupráce (konference) (2017 : Praha, Česko);;;;;;;;
1||Svět knihy 2009 (knižní veletrh a literární festival) (2009 : Praha, Česko) OPRAVA UCL;;;;;;;;
1||Program F. X. Šalda (program na podporu vydávání francouzské literatury v ČR) OPRAVA UCL;;;;;;;;
1||Sympozium k 100. výročí vzniku Arbesova romaneta (1973 : Česká Lípa, Česko) OPRAVA UCL;;;;;;;;
1||Bouda IV (divadelní projekt) OPRAVA UCL;;;;;;;;
1||Karneval poezie (2003);;;;;;;;
1||Festival spisovatelů Praha (13. : 2003 : Praha, Česko);;;;;;;;
1||Magorova studánka (literární festival);;;;;;;;
1||Prix Bohemia Radio (soutěž);;;;;;;;
1||Morava a Brno na sklonku třicetileté války (konference) (1995 : Brno, Česko) OPRAVA UCL;;;;;;;;
1||Cena města Jindřichův Hradec;;;;;;;;
1||Katovna (kritický pořad);;;;;;;;
1||Literární soutěž středních škol v okrese Zlín;;;;;;;;
1||Jiří Kolář (výstava) (2008 : Praha, Česko) OPRAVA UCL;;;;;;;;
1||Haškův Švejk a jeho světový ohlas (výstava) (1998 : Bukurešť, Rumunsko) OPRAVA UCL;;;;;;;;
1||Výstava o Václavu Havlovi (2012 : Praha, Česko);;;;;;;;
1||Literární cena Kulturní nadace Martina Pluháčka (literární cena);;;;;;;;
1||Festival spisovatelů (2003 : Praha, Česko) OPRAVA UCL;;;;;;;;
1||Transformace v slovanských literaturách po roce 1989 a národnostní menšiny (sympozium) (2004 : Pilisczaba, Maďarsko) OPRAVA UCL;;;;;;;;
1||Česko-slovenské vztahy v slovanských a středoevropských souvislostech (Meziliterárnost a areál) (konference) (2002 : Brno, Česko) OPRAVA UCL;;;;;;;;
1||Kommunikationspraxis und Korrespondenzwesen im Mittelalter und in der Renaissance (mezinárodní koneference) (1995 : Postdam, Německo);;;;;;;;
1||Výroční ceny nakladatelství Albatros za rok 2003 (2004 : Praha, Česko) OPRAVA UCL;;;;;;;;
1||Šrámkova Sobotka (hliterární soutěž) (Sobotka, Česko) OPRAVA UCL;;;;;;;;
1||Mladá poezie dnes (2. : 1997 : Bítov, Česko) OPRAVA UCL;;;;;;;;
1||Uchovej mou duši 2017 (soutěž);;;;;;;;
1||Jakub Deml a literární tradice (2016 : Tasov, Česko);;;;;;;;
1||Sjezd Českého odborového svazu pracovníků umění, kultury a společenských organizací (sjezd) (1972 : Praha, Česko) OPRAVA UCL;;;;;;;;
1||Spolek českých bibliofilů, sto let činnosti (expozice) OPRAVA UCL;;;;;;;;
1||Zdeněk Burian (výstava) (2005) OPRAVA UCL;;;;;;;;
1||Brněnské salonní časopisy. : (2012 : Brno);;;;;;;;
1||Pragocon 1999 (setkání organizované Sci-fi klubem Terminus) OPRAVA UCL;;;;;;;;
1||Postavy a krajiny Jiráskových románů (1956 : Praha, Česko);;;;;;;;
1||Tatínek a drak - čtení a výtvarná dílna Píšete do šuplíku? (akce);;;;;;;;
1||Týnišťský literární Parnas (soutěž) (2007 : Týniště nad Orlicí, Česko);;;;;;;;
