HYNEK, Karel;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1031;* 11. 9. 1925;Praha;† 9. 1. 1953;Praha
HYPERBIBLIOFILIE;http://slovnikceskeliteratury.cz/showContent.jsp?docId=109;1973 - 1974;;;
CHALOUPKA, Otakar;http://slovnikceskeliteratury.cz/showContent.jsp?docId=711;* 14. 2. 1935;Liberec;† 9. 7. 2013;Spytice (okr. Havlíčkův Brod)
CHALUPECKÝ, Jindřich;http://slovnikceskeliteratury.cz/showContent.jsp?docId=389;* 12. 2. 1910;Praha;† 19. 6. 1990;Praha
CHMAROVÁ, Marcela;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1032;* 7. 1. 1951;Most;;
CHUDOŽILOV, Petr;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1246;* 2. 2. 1943;Prostějov;;
CHVATÍK, Květoslav;http://slovnikceskeliteratury.cz/showContent.jsp?docId=390;* 19. 1. 1930;Bystřice pod Hostýnem;† 16. 1. 2012;Konstanz (SRN)
CHYTILOVÁ, Lenka;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1033;* 11. 5. 1952;Hradec Králové;;
IANUA;http://slovnikceskeliteratury.cz/showContent.jsp?docId=110;1996 - 1998;;;
IMPULS;http://slovnikceskeliteratury.cz/showContent.jsp?docId=112;1966 - 1968;;;
INDEX;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1705;1971 - 1990;;;
INICIÁLY;http://slovnikceskeliteratury.cz/showContent.jsp?docId=113;1990 - 1994;;;
INTELEKTUÁL;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1613;2002 - 2005;;;
INTERVENCE;http://slovnikceskeliteratury.cz/showContent.jsp?docId=114;1995 - 1995;;;
IVANOV, Miroslav;http://slovnikceskeliteratury.cz/showContent.jsp?docId=391;* 10. 4. 1929;Josefov nad Metují (dnes Jaroměř);† 23. 12. 1999;Praha
JAMEK, Václav;http://slovnikceskeliteratury.cz/showContent.jsp?docId=392;* 27. 11. 1949;Kladno;;
JANÁČEK, Pavel;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1329;* 16. 1. 1968;Praha;;
JANÁČKOVÁ, Jaroslava;http://slovnikceskeliteratury.cz/showContent.jsp?docId=393;* 24. 11. 1930;Havlíčkova Borová;;
JANDOUREK, Jan;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1649;* 12. 5. 1965;Nové Město nad Metují;;
JANKOVIČ, Milan;http://slovnikceskeliteratury.cz/showContent.jsp?docId=394;* 1. 9. 1929;Sečovce (u Trebišova, Slovensko);† 5. 1. 2019;Praha
JANOUŠEK, Jiří;http://slovnikceskeliteratury.cz/showContent.jsp?docId=395;* 4. 11. 1943;Praha;;
JANOUŠEK, Pavel;http://slovnikceskeliteratury.cz/showContent.jsp?docId=339;* 26. 3. 1956;Praha;;
JANOVIC, Vladimír;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1034;* 8. 6. 1935;Praha;;
JÁNSKÝ, Filip;http://slovnikceskeliteratury.cz/showContent.jsp?docId=753;* 4. 9. 1922;Praha;† 20. 7. 1987;Praha
JANSKÝ, Pavel;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1035;* 17. 1. 1929;Praha;† 20. 1. 2006;Praha
JANŮ, Jaroslav;http://slovnikceskeliteratury.cz/showContent.jsp?docId=396;* 1. 5. 1908;Říčany (u Prahy);† 28. 7. 1969;Dobříš
JAREŠ, Michal;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1906;* 19. 11. 1973;Liberec;;
JARIŠ, Milan;http://slovnikceskeliteratury.cz/showContent.jsp?docId=340;* 13. 8. 1913;Valašské Meziříčí;† 4. 10. 1986;Praha
JARMARK UMĚNÍ;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1764;1990 - 1997;;;
JAROSLAV KOLIANDR;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1845;1946 - 1949;;;
JAROŠ, Jiří;http://slovnikceskeliteratury.cz/showContent.jsp?docId=712;* 16. 3. 1931;Brno;;
JAVOR, Pavel;http://slovnikceskeliteratury.cz/showContent.jsp?docId=41;* 24. 6. 1916;Martinice;† 22. 1. 1981;Montreal (Kanada)
JAVOŘICKÁ, Vlasta;http://slovnikceskeliteratury.cz/showContent.jsp?docId=500;* 25. 3. 1890;Studená (u Telče);† 1. 8. 1979;Velký Újezd (u Moravských Budějovic)
JAZZOVÁ SEKCE;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1886;1971 - 1986;;;
JEČMÍNEK;http://slovnikceskeliteratury.cz/showContent.jsp?docId=115;1981 - 1987;;;
JEDLIČKA, Josef;http://slovnikceskeliteratury.cz/showContent.jsp?docId=19;* 16. 3. 1927;Praha;† 5. 12. 1990;Augsburg (SRN)
JELEN, Josef;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1036;* 6. 2. 1921;Strakonice;† 13. 8. 2006;Praha
JELÍNEK, Antonín;http://slovnikceskeliteratury.cz/showContent.jsp?docId=398;* 10. 7. 1930;Praha;† 25. 3. 2008;Praha
JELÍNEK, Ivan;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1037;* 6. 6. 1909;Kyjov;† 27. 9. 2002;Londýn (Velká Británie)
JELÍNEK, Václav;http://slovnikceskeliteratury.cz/showContent.jsp?docId=341;* 30. 5. 1920;Nové Strašecí;† 20. 10. 1982;Praha
JEŘÁBEK, Čestmír;http://slovnikceskeliteratury.cz/showContent.jsp?docId=755;* 18. 8. 1893;Litomyšl;† 15. 10. 1981;Brno
JEŘÁBEK, Dušan;http://slovnikceskeliteratury.cz/showContent.jsp?docId=399;* 14. 3. 1922;Brno;† 18. 6. 2004;Brno
JÍLEK, Jan;http://slovnikceskeliteratury.cz/showContent.jsp?docId=342;* 24. 11. 1933;Dlouhomilov (u Šumperku);† 6. 10. 2011;Praha
JIROTKA, Zdeněk;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1247;* 7. 1. 1911;Ostrava;† 11. 4. 2003;Praha
JIROUS, Ivan Martin;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1038;* 23. 9. 1944;Humpolec;† 9. 11. 2011;Praha
JIŘÍ CHVOJKA;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1621;1945 - 1949; 1990 - (dosud);;;
JOBÁNEK, Jiří;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1248;* 19. 8. 1923;Dolní Loučky (u Tišnova);† 9. 7. 2002;Brno
JOHN, Radek;http://slovnikceskeliteratury.cz/showContent.jsp?docId=501;* 6. 12. 1954;Praha;;
JONÁŠ;http://slovnikceskeliteratury.cz/showContent.jsp?docId=249;1967(– dosud);;;
JULIŠ, Emil;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1039;* 21. 10. 1920;Praha;† 25. 12. 2006;Louny
JUNGMANN, Milan;http://slovnikceskeliteratury.cz/showContent.jsp?docId=400;* 18. 1. 1922;Hořany (u Mostu);† 27. 1. 2012;Praha
JUŘINA, Věnceslav;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1040;* 3. 10. 1931;Slezská Ostrava (dnes Ostrava);† 15. 10. 1992;Ostrava
JUST, Vladimír;http://slovnikceskeliteratury.cz/showContent.jsp?docId=343;* 6. 5. 1946;Praha;;
JUSTL, Vladimír;http://slovnikceskeliteratury.cz/showContent.jsp?docId=42;* 27. 10. 1928;Kladno;† 18. 6. 2010;Praha
KABEŠ, Petr;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1041;* 21. 6. 1941;Pardubice;† 9. 7. 2005;Praha
KAČER, Miroslav;http://slovnikceskeliteratury.cz/showContent.jsp?docId=401;* 15. 1. 1927;Jaroměř;† 21. 8. 1978;Praha
KAČÍRKOVÁ, Eva;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1249;* 26. 1. 1937;Olomouc;;
KADLEC, Josef;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1250;* 21. 10. 1919;Plzeň;† 29. 4. 2003;
KAFKA, František;http://slovnikceskeliteratury.cz/showContent.jsp?docId=402;* 5. 12. 1909;Louňovice pod Blaníkem;† 22. 11. 1991;Praha
KAHUDA, Václav;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1251;* 8. 11. 1965;Praha;;
KAINAR, Josef;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1042;* 29. 6. 1917;Přerov;† 16. 11. 1971;Dobříš
KALČÍK, Rudolf;http://slovnikceskeliteratury.cz/showContent.jsp?docId=713;* 13. 9. 1923;Berehovo (Podkarpatská Rus, dnes Ukrajina);† 15. 2. 1980;Praha
KALINA, Vladimír;http://slovnikceskeliteratury.cz/showContent.jsp?docId=763;* 29. 3. 1927;Praha;† 5. 10. 1995;Praha
KALISTA, Zdeněk;http://slovnikceskeliteratury.cz/showContent.jsp?docId=403;* 22. 7. 1900;Nové Benátky (dnes Benátky nad Jizerou);† 17. 6. 1982;Praha
KALOČ, Zdeněk;http://slovnikceskeliteratury.cz/showContent.jsp?docId=344;* 10. 12. 1938;Ostrava;† 26. 3. 2020;Brno
KAMEN, Jiří;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1043;* 28. 3. 1951;Kolín;;
KAMENÍK, Jan;http://slovnikceskeliteratury.cz/showContent.jsp?docId=764;* 22. 3. 1898;Liberec;† 3. 5. 1974;Praha
KAMENNÝ ERB;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1719;1953 - 1961; 1971 - 1976;;;
KÁŇA, Vašek;http://slovnikceskeliteratury.cz/showContent.jsp?docId=450;* 23. 4. 1905;Kralupy nad Vltavou;† 30. 4. 1985;Praha
KANTŮRKOVÁ, Eva;http://slovnikceskeliteratury.cz/showContent.jsp?docId=765;* 11. 5. 1930;Praha;;
KAPEK, Miroslav;http://slovnikceskeliteratury.cz/showContent.jsp?docId=714;* 20. 1. 1926;Buštěhrad (u Kladna);† 6. 10. 1997;Praha
KAPLICKÝ, Václav;http://slovnikceskeliteratury.cz/showContent.jsp?docId=502;* 28. 8. 1895;Starý Tábor (dnes Sezimovo Ústí);† 4. 10. 1982;Praha
KAPOUN, Karel;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1044;* 31. 10. 1902;Dubňany (u Hodonína);† 10. 6. 1963;Tišnov
KARÁSEK, Svatopluk;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1252;* 18. 10. 1942;Praha;† 20. 12. 2020;Praha
KAREL MAREL;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1797;1945 - 1946;;;
KAREN, Jiří;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1045;* 11. 6. 1920;Litomyšl;† 30. 4. 2000;Praha
KARFÍK, Vladimír;http://slovnikceskeliteratury.cz/showContent.jsp?docId=404;* 1. 10. 1931;České Budějovice;;
KASAL, Lubor;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1046;* 24. 1. 1958;Praha;;
KAUFMANN, Albert;http://slovnikceskeliteratury.cz/showContent.jsp?docId=405;* 15. 2. 1952;Jihlava;;
KAUTMAN, František;http://slovnikceskeliteratury.cz/showContent.jsp?docId=406;* 8. 1. 1927;České Budějovice;† 18. 6. 2016;Praha
KAVÁRNA A.F.F.A.;http://slovnikceskeliteratury.cz/showContent.jsp?docId=250;1987 - 1998;;;
KDM (KDE DOMOV MŮJ);http://slovnikceskeliteratury.cz/showContent.jsp?docId=1626;1978 - 1995;;;
KEBZA, Josef;http://slovnikceskeliteratury.cz/showContent.jsp?docId=767;* 10. 6. 1933;Lučenec;† 2. 12. 1990;Olomouc
KIRSCHNER, Miloš;http://slovnikceskeliteratury.cz/showContent.jsp?docId=451;* 16. 4. 1927;Praha;† 2. 7. 1996;Praha
KISTLEROVÁ, Věra;http://slovnikceskeliteratury.cz/showContent.jsp?docId=715;* 23. 3. 1929;Volary;† 3. 8. 2006;Darlington (Jižní Karolína, USA)
KLÁNSKÝ, Mojmír;http://slovnikceskeliteratury.cz/showContent.jsp?docId=768;* 19. 4. 1921;Kdyně;† 23. 9. 1983;Štěchovice-Masečín
KLENKOVÁ, Hana;http://slovnikceskeliteratury.cz/showContent.jsp?docId=716;* 8. 6. 1905;Čakovice (dnes Praha-Čakovice);† 8. 11. 1992;Praha
KLESTILOVÁ, Iva;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1321;* 4. 10. 1964;Brno;;
KLEVIS, Vladimír;http://slovnikceskeliteratury.cz/showContent.jsp?docId=717;* 5. 2. 1933;Hradec Králové;† 31. 5. 1998;Praha
KLÍMA, Ivan;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1253;* 14. 9. 1931;Praha;;
KLÍMA, Jan;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1254;* 5. 11. 1938;Praha;;
KLÍMA, Jaroslav;http://slovnikceskeliteratury.cz/showContent.jsp?docId=452;* 8. 12. 1916;Hradec Králové;† 12. 3. 2000;Praha
KLIMENT, Alexandr;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1255;* 30. 1. 1929;Turnov;† 22. 3. 2017;Praha
KLOBOUK, Jiří;http://slovnikceskeliteratury.cz/showContent.jsp?docId=453;* 24. 3. 1933;Uherské Hradiště;;
KLUB SOCIALISTICKÉ KULTURY;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1780;1946 - 1951;;;
KLUKANOVÁ, Ludmila;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1256;* 5. 10. 1936;Lipník (u Třebíče);;
KMEN;http://slovnikceskeliteratury.cz/showContent.jsp?docId=251;1982 - 1990;;;
KNAP, Josef;http://slovnikceskeliteratury.cz/showContent.jsp?docId=932;* 28. 7. 1900;Podůlší (u Jičína);† 13. 12. 1973;Praha
KNITL, Oldřich;http://slovnikceskeliteratury.cz/showContent.jsp?docId=454;* 7. 7. 1938;Pardubice;;
KNITLOVÁ, Jana;http://slovnikceskeliteratury.cz/showContent.jsp?docId=455;* 19. 10. 1942;Praha;;
KNIŽNICE LYRIKY;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1722;1953 - 1955;;;
KNIŽNÍ KULTURA;http://slovnikceskeliteratury.cz/showContent.jsp?docId=118;1964 - 1965;;;
KNOB, Jan;http://slovnikceskeliteratury.cz/showContent.jsp?docId=773;* 24. 6. 1904;Veliš (u Jičína);† 29. 4. 1977;Turnov
KOCIÁNOVÁ, Soňa;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1047;* 14. 3. 1930;Praha;† 5. 1. 1970;Praha
KOCOUREK, Vítězslav;http://slovnikceskeliteratury.cz/showContent.jsp?docId=718;* 3. 8. 1920;Praha;† 30. 12. 1995;Praha
KOČOVÁ, Zuzana;http://slovnikceskeliteratury.cz/showContent.jsp?docId=456;* 17. 8. 1922;Jičín;† 12. 6. 1988;Praha
KOENIGSMARK, Alex;http://slovnikceskeliteratury.cz/showContent.jsp?docId=457;* 27. 5. 1944;Plzeň;† 23. 1. 2013;Praha
KOENIGSMARK, Josef;http://slovnikceskeliteratury.cz/showContent.jsp?docId=458;* 1. 1. 1916;Plzeň;† 16. 1. 1993;Plzeň
KOHOUT, Pavel;http://slovnikceskeliteratury.cz/showContent.jsp?docId=43;* 20. 7. 1928;Praha;;
KOLÁR, Jan M.;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1650;* 2. 1. 1923;Praha;† 10. 3. 1979;Lucembursko
KOLÁR, Jaroslav;http://slovnikceskeliteratury.cz/showContent.jsp?docId=407;* 18. 9. 1929;Praha;† 12. 2. 2013;Praha
KOLÁR, Vladimír;http://slovnikceskeliteratury.cz/showContent.jsp?docId=408;* 22. 6. 1947;Praha;;
KOLÁROVÁ, Jaromíra;http://slovnikceskeliteratury.cz/showContent.jsp?docId=933;* 24. 8. 1919;Praha;† 21. 1. 2006;Praha
KOLÁŘ, Jiří;http://slovnikceskeliteratury.cz/showContent.jsp?docId=22;* 24. 9. 1914;Protivín;† 11. 8. 2002;Praha
KOLO;http://slovnikceskeliteratury.cz/showContent.jsp?docId=119;1930 - 1941; 1946 - 1948;;;
KOMÁREK, Martin;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1641;* 13. 2. 1961;Praha;;
KOMÁREK, Stanislav;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1682;* 6. 8. 1958;Jindřichův Hradec;;
KOMUNIKACE;http://slovnikceskeliteratury.cz/showContent.jsp?docId=120;1984 - 1989; 1993 - 1993;;;
KONEČNÝ, Robert;http://slovnikceskeliteratury.cz/showContent.jsp?docId=409;* 23. 4. 1906;Brno;† 15. 10. 1981;Brno
KONFRONTACE;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1768;1973 - 1986;;;
KONRÁD, Edmond;http://slovnikceskeliteratury.cz/showContent.jsp?docId=459;* 30. 5. 1889;Praha;† 9. 5. 1957;Praha
KONRÁD, Karel;http://slovnikceskeliteratury.cz/showContent.jsp?docId=774;* 28. 3. 1899;Louny;† 11. 12. 1971;Praha
KOPECKÝ, Jan;http://slovnikceskeliteratury.cz/showContent.jsp?docId=465;* 13. 10. 1919;Habrkovice (Záboří nad Labem-Habrkovice);† 20. 12. 1992;Praha
KOPECKÝ, Milan;http://slovnikceskeliteratury.cz/showContent.jsp?docId=410;* 14. 5. 1925;Brno;† 17. 9. 2006;Brno
KOPIC, Bořivoj;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1048;* 7. 9. 1931;Hradec Králové;† 24. 7. 1982;Praha
KOPTA, Josef;http://slovnikceskeliteratury.cz/showContent.jsp?docId=775;* 16. 6. 1894;Libochovice (u Roudnice nad Labem);† 3. 4. 1962;Praha
KOPTA, Pavel;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1049;* 11. 9. 1930;Praha;† 21. 8. 1988;Praha
KORNELOVÁ, Marie;http://slovnikceskeliteratury.cz/showContent.jsp?docId=719;* 15. 2. 1909;Chrudim;† 27. 11. 1978;Chrudim
KÖRNER, Vladimír;http://slovnikceskeliteratury.cz/showContent.jsp?docId=503;* 12. 10. 1939;Prostějov;;
KOSATÍK, Pavel;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1330;* 13. 6. 1962;Boskovice;;
KOSKOVÁ, Helena;http://slovnikceskeliteratury.cz/showContent.jsp?docId=44;* 5. 2. 1935;Praha;;
KOSTOHRYZ, Josef;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1050;* 25. 12. 1907;Křenovice u Bechyně (dnes Podolí-K.);† 24. 5. 1987;Praha
KOSTRHUN, Jan;http://slovnikceskeliteratury.cz/showContent.jsp?docId=504;* 3. 7. 1942;Podivín (u Břeclavi);;
KOVAL, Libor;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1052;* 2. 4. 1930;Praha;† 28. 12. 2003;Freiburg (SRN)
KOVALČUK, Josef;http://slovnikceskeliteratury.cz/showContent.jsp?docId=936;* 5. 8. 1948;Trutnov;† 30. 6. 2018;Brno
KOVANDA, Zbyněk;http://slovnikceskeliteratury.cz/showContent.jsp?docId=720;* 7. 9. 1929;Plzeň;† 24. 4. 1987;Sokolov
KOVÁRNA, František;http://slovnikceskeliteratury.cz/showContent.jsp?docId=45;* 17. 9. 1905;Krpy (u Mělníka);† 19. 6. 1952;New York (USA)
KOVAŘÍK, Petr;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1905;* 31. 8. 1946;Praha;;
KOVÁŘÍK, Vladimír;http://slovnikceskeliteratury.cz/showContent.jsp?docId=412;* 12. 10. 1913;Čelákovice (u Prahy);† 7. 6. 1982;Praha
KOVTUN, Jiří;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1053;* 23. 4. 1927;Horinčevo (Podkarpatská Rus, dnes Ukrajina);† 8. 9. 2014;Praha
KOZÁK, Jan;http://slovnikceskeliteratury.cz/showContent.jsp?docId=776;* 25. 3. 1921;Roudnice nad Labem;† 5. 5. 1995;Praha
KOZEL, Dalibor;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1710;* 7. 12. 1921;Louka u Litvínova;† 12. 11. 1982;Most
KOŽEVNIKOVÁ, Květa;http://slovnikceskeliteratury.cz/showContent.jsp?docId=778;* 5. 2. 1930;České Budějovice;† 5. 10. 1981;Praha
KOŽÍK, František;http://slovnikceskeliteratury.cz/showContent.jsp?docId=934;* 16. 5. 1909;Uherský Brod;† 5. 4. 1997;Praha
KOŽMÍN, Zdeněk;http://slovnikceskeliteratury.cz/showContent.jsp?docId=46;* 28. 2. 1925;Hněvice (u Roudnice nad Labem);† 12. 11. 2007;Brno
KRAJSKÉ NAKLADATELSTVÍ GOTTWALDOV;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1816;1958 - 1960;;;
KRAJSKÉ NAKLADATELSTVÍ KARLOVY VARY;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1896;1956 - 1960;;;
KRAJSKÉ NAKLADATELSTVÍ LIBEREC;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1897;1954 - 1960;;;
KRAJSKÉ NAKLADATELSTVÍ OLOMOUC;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1903;1955 - 1960;;;
KRAJSKÉ NAKLADATELSTVÍ ÚSTÍ NAD LABEM;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1910;1951 - 1951; 1958 - 1960;;;
KRAJSKÉ NAKLADATELSTVÍ V HAVLÍČKOVĚ BRODĚ;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1657;1949 - 1965;;;
KRÁL, Petr;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1054;* 4. 9. 1941;Praha;† 17. 6. 2020;Praha
KRÁLÍK, Oldřich;http://slovnikceskeliteratury.cz/showContent.jsp?docId=23;* 9. 6. 1907;Kroměříž;† 20. 8. 1975;Olomouc
KRAMER, Alexandr;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1258;* 24. 5. 1946;Praha;† 29. 5. 2012;Praha
KRAMERIOVA EXPEDICE 78;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1877;1978 - 1990;;;
KRÁSNÁ LITERATURA;http://slovnikceskeliteratury.cz/showContent.jsp?docId=121;1955 - 1965;;;
KRÁTKÝ, Radovan;http://slovnikceskeliteratury.cz/showContent.jsp?docId=721;* 29. 10. 1921;Stará Hlína (u Třeboně);† 30. 4. 1973;Praha
KRATOCHVIL, Antonín;http://slovnikceskeliteratury.cz/showContent.jsp?docId=47;* 31. 8. 1924;Brno;† 11. 12. 2004;Mnichov (Německo)
KRATOCHVIL, Jiří;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1259;* 4. 1. 1940;Brno;;
KRATOCHVÍL, Miloš Václav;http://slovnikceskeliteratury.cz/showContent.jsp?docId=413;* 6. 1. 1904;Vídeň (Rakousko);† 9. 7. 1988;Praha
KRATOCHVÍLOVÁ, Marie;http://slovnikceskeliteratury.cz/showContent.jsp?docId=722;* 10. 11. 1900;Holice (u Pardubic);† 31. 5. 1982;Pardubice
KRAUS, Arno;http://slovnikceskeliteratury.cz/showContent.jsp?docId=935;* 22. 6. 1921;Praha;† 12. 9. 1982;Praha
KRAUS, Ivan;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1260;* 1. 3. 1939;Praha;;
KREJČÍ, Karel;http://slovnikceskeliteratury.cz/showContent.jsp?docId=414;* 20. 8. 1904;Praha;† 26. 6. 1979;Praha
KRCHOVSKÝ, J. H.;http://slovnikceskeliteratury.cz/showContent.jsp?docId=723;* 22. 4. 1960;Praha;;
KRIEBEL, Zdeněk;http://slovnikceskeliteratury.cz/showContent.jsp?docId=724;* 29. 4. 1911;Brno;† 28. 12. 1989;Brno
KRISEOVÁ, Eda;http://slovnikceskeliteratury.cz/showContent.jsp?docId=725;* 18. 7. 1940;Praha;;
KRITICKÁ PŘÍLOHA RR;http://slovnikceskeliteratury.cz/showContent.jsp?docId=122;1995 - 2004;;;
KRITICKÝ MĚSÍČNÍK;http://slovnikceskeliteratury.cz/showContent.jsp?docId=123;1938 - 1942; 1945 - 1948;;;
KRITICKÝ SBORNÍK;http://slovnikceskeliteratury.cz/showContent.jsp?docId=124;1981 - 2001;;;
KROUTVOR, Josef;http://slovnikceskeliteratury.cz/showContent.jsp?docId=415;* 30. 3. 1942;Praha;;
KRTEK A DATEL;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1880;1974 - 1981;;;
KRUH;http://slovnikceskeliteratury.cz/showContent.jsp?docId=125;1958 - 1961;;;
KRUH;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1695;1950 - 1952; 1966 - 1992;;;
KRUH NEZÁVISLÝCH SPISOVATELŮ;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1726;1968 - 1970;;;
KRUH PŘÁTEL ČESKOSLOVENSKÉ KNIHY;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1770;1952 - 1953;;;
KRYL, Karel;http://slovnikceskeliteratury.cz/showContent.jsp?docId=2;* 12. 4. 1944;Kroměříž;† 3. 3. 1994;Mnichov (SRN)
KRYŠTOFEK, Oldřich;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1055;* 7. 6. 1922;Praha;† 22. 11. 1985;Praha
KŘELINA, František;http://slovnikceskeliteratury.cz/showContent.jsp?docId=782;* 26. 7. 1903;Podhradí (u Jičína);† 25. 10. 1976;Praha
KŘENEK, Jiří;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1261;* 2. 6. 1933;Velké Karlovice (u Vsetína);;
KŘEPELKA, Karel;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1056;* 30. 1. 1946;Frýdlant v Čechách;† 13. 4. 1999;Brno
KŘESADLO, Jan;http://slovnikceskeliteratury.cz/showContent.jsp?docId=784;* 9. 12. 1926;Praha;† 13. 8. 1995;Colchester (Velká Británie)
KŘESŤAN, Rudolf;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1262;* 14. 3. 1943;Praha;;
KŘESŤANSKÁ AKADEMIE;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1717;1950 - (dosud);;;
KŘIVÁNEK, Vladimír;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1057;* 7. 5. 1951;Kolín;;
KŘÍŽ, Ivan;http://slovnikceskeliteratury.cz/showContent.jsp?docId=505;* 12. 11. 1922;Osová Bítýška (u Velkého Meziříčí);† 19. 9. 2020;Brno
KUBÁTOVÁ, Marie;http://slovnikceskeliteratury.cz/showContent.jsp?docId=726;* 8. 8. 1922;Praha;† 6. 6. 2013;Vrchlabí
KUBĚNA, Jiří;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1058;* 31. 5. 1936;Prostějov;† 10. 8. 2017;Znojmo
KUBEŠOVÁ, Blanka;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1263;* 21. 2. 1944;Praha;;
KUBÍČEK, Ivan;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1264;* 25. 5. 1933;Praha;† 31. 12. 2003;Praha
KUBÍN, Josef Štefan;http://slovnikceskeliteratury.cz/showContent.jsp?docId=727;* 7. 10. 1864;Jičín;† 31. 10. 1965;Praha
KUBÍN, Václav;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1059;* 1. 3. 1920;Praha;† 26. 9. 2007;Praha
KUBÍNOVÁ, Marie;http://slovnikceskeliteratury.cz/showContent.jsp?docId=416;* 21. 11. 1943;Praha;;
KUBKA, František;http://slovnikceskeliteratury.cz/showContent.jsp?docId=788;* 4. 3. 1894;Praha;† 7. 1. 1969;Praha
KUDĚJ, Zdeněk Matěj;http://slovnikceskeliteratury.cz/showContent.jsp?docId=789;* 24. 11. 1881;Hořice (v Podkrkonoší);† 8. 8. 1955;Litomyšl
KUDĚLKA, Viktor;http://slovnikceskeliteratury.cz/showContent.jsp?docId=461;* 25. 2. 1929;Frýdlant nad Ostravicí;† 12. 1. 2018;Brno
