DRAŠNAR, Jiří;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1339;* 31. 3. 1948;Náchod;† 17. 3. 2013;Kalifornie (USA)
DRDA, Jan;http://slovnikceskeliteratury.cz/showContent.jsp?docId=937;* 4. 4. 1915;Příbram;† 28. 11. 1970;Dobříš
DRIJVEROVÁ, Martina;http://slovnikceskeliteratury.cz/showContent.jsp?docId=684;* 10. 7. 1951;Praha;;
DROZD, Jan;http://slovnikceskeliteratury.cz/showContent.jsp?docId=361;* 27. 1. 1914;Bordovice (u Frenštátu pod Radhoštěm);† 15. 8. 2005;Třinec
DUB, Ota;http://slovnikceskeliteratury.cz/showContent.jsp?docId=302;* 8. 2. 1909;Hradec Králové;† 17. 5. 1987;Praha
DUFEK, Zdeněk L.;http://slovnikceskeliteratury.cz/showContent.jsp?docId=685;* 9. 3. 1922;Žamberk nad Orlicí;† 23. 5. 1982;Praha
DUHA;http://slovnikceskeliteratury.cz/showContent.jsp?docId=101;1987 - (dosud);;;
DURYCH, Jaroslav;http://slovnikceskeliteratury.cz/showContent.jsp?docId=303;* 2. 12. 1886;Hradec Králové;† 7. 4. 1962;Praha
DUŠEK, Václav;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1216;* 2. 9. 1944;Praha;;
DUŠKOVÁ, Danielle;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1217;* 25. 12. 1943;Praha;;
DUŠKOVÁ, Marie;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1001;* 6. 10. 1903;Skrýchov (u Tábora);† 15. 12. 1968;Praha
DUTKA, Edgar;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1646;* 21. 5. 1941;Vídeňské Nové Město, Rakousko;;
DVORSKÝ, Ladislav;http://slovnikceskeliteratury.cz/showContent.jsp?docId=686;* 5. 6. 1931;Javornice (u Rychnova nad Kněžnou);† 25. 7. 1995;Praha
DVORSKÝ, Stanislav;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1667;* 14. 7. 1940;Praha;† 21. 2. 2020;Praha
DVOŘÁČKOVÁ, Vlasta;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1002;* 27. 2. 1924;Město Žďár (dnes Žďár nad Sázavou);† 14. 3. 2018;Praha
DVOŘÁK, Antonín;http://slovnikceskeliteratury.cz/showContent.jsp?docId=282;* 12. 9. 1920;Praha;† 29. 5. 1997;Praha
DVOŘÁK, Jan;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1218;* 10. 5. 1937;Litomyšl;;
DVOŘÁK, Jaromír;http://slovnikceskeliteratury.cz/showContent.jsp?docId=362;* 4. 7. 1931;Olomouc;† 4. 10. 2004;Olomouc
DVOŘÁK, Karel;http://slovnikceskeliteratury.cz/showContent.jsp?docId=363;* 28. 5. 1913;Olomouc;† 9. 6. 1989;Praha
DVOŘÁK, Ladislav;http://slovnikceskeliteratury.cz/showContent.jsp?docId=687;* 1. 12. 1920;Krásněves (u Velkého Meziříčí);† 22. 6. 1983;Rokycany
DVOŘÁK, Miloš;http://slovnikceskeliteratury.cz/showContent.jsp?docId=364;* 9. 9. 1901;Jasenice (u Třebíče);† 26. 7. 1971;Náměšť nad Oslavou
DVOŘÁKOVÁ, Helena;http://slovnikceskeliteratury.cz/showContent.jsp?docId=307;* 6. 8. 1895;Praha;† 23. 6. 1970;Praha
DYNKA, Jiří;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1348;* 4. 10. 1959;Zlín;;
E. V. MAREK;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1828;1945 - 1949;;;
EDICE EXPEDICE;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1879;1975 - 1990;;;
EDICE MAGNIFICAT;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1623;1939 - 1947;;;
EDICE MILANA JELÍNKA;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1831;1981 - 1989;;;
EDICE PETLICE;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1721;1972 - 1990;;;
EDICE POPELNICE;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1673;1978 - 1989;;;
EDICE PŮLNOC;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1806;1950 - 1955; 1962 - 1962;;;
EDICE SATIRY;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1703;1952 - 1954;;;
EDICE SKLIZEŇ;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1738;1954 - 1964;;;
EDICE SVĚDECTVÍ;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1792;1956 - 1972;;;
EDICE VARIETAS;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1624;1945 - 1948;;;
EDITIONS REVUE K;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1922;1986 - (dosud);;;
EDITIONS SOKOLOVA;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1704;1952 - 1956;;;
EFFENBERGER, Vratislav;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1003;* 22. 4. 1923;Nymburk;† 10. 8. 1986;Praha
EICHLER, Karel;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1219;* 27. 10. 1921;Praha;† 9. 2. 1999;Praha
EISNER, Pavel;http://slovnikceskeliteratury.cz/showContent.jsp?docId=365;* 16. 1. 1889;Praha;† 8. 7. 1958;Praha
ELPL, Mirek;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1004;* 16. 11. 1905;Líšeň (dnes Brno–Líšeň);† 7. 2. 1960;Brno
ELSTNER, František Alexander;http://slovnikceskeliteratury.cz/showContent.jsp?docId=688;* 11. 4. 1902;Praha;† 8. 9. 1974;Praha
ERBEN, Roman;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1666;* 3. 10. 1940;Praha;;
ERBEN, Václav;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1220;* 2. 11. 1930;Náchod;† 19. 4. 2003;Dobříš
ERM;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1653;1992 - 1997;;;
ESTETIKA;http://slovnikceskeliteratury.cz/showContent.jsp?docId=102;1964 - (dosud);;;
EXNER, Milan;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1380;* 9. 9. 1950;Liberec;;
FÁBERA, Miloslav;http://slovnikceskeliteratury.cz/showContent.jsp?docId=310;* 15. 7. 1912;Štěnovice (u Plzně);† 27. 11. 1988;Praha
FABIÁN, Karel;http://slovnikceskeliteratury.cz/showContent.jsp?docId=311;* 21. 6. 1912;Praha;† 11. 11. 1983;Praha
FAIRAIZL, Jindřich;http://slovnikceskeliteratury.cz/showContent.jsp?docId=283;* 14. 6. 1934;Praha;† 16. 10. 1993;Měchenice
FERDINAND HOLAS;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1742;1939 - 1949;;;
FIELD, T. R.;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1005;* 23. 4. 1891;Praha;† 4. 8. 1969;Praha
FIKAR, Ladislav;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1006;* 29. 6. 1920;Samotín (okr. Havlíčkův Brod);† 12. 7. 1975;Praha
FIKER, Eduard;http://slovnikceskeliteratury.cz/showContent.jsp?docId=18;* 21. 11. 1902;Praha;† 3. 3. 1961;Praha
FILIP, Ota;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1221;* 9. 3. 1930;Slezská Ostrava;† 2. 3. 2018;Garmisch-Partenkirchen (SRN)
FISCHEROVÁ, Daniela;http://slovnikceskeliteratury.cz/showContent.jsp?docId=931;* 13. 2. 1948;Praha;;
FISCHEROVÁ, Sylva;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1007;* 5. 11. 1963;Praha;;
FISCHEROVÁ, Viola;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1008;* 18. 10. 1935;Brno;† 4. 11. 2010;Praha
FISCHL, Viktor;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1222;* 30. 6. 1912;Hradec Králové;† 28. 5. 2006;Jeruzalém (Izrael)
FLEISCHMANN, Ivo;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1009;* 21. 6. 1921;Praha;† 7. 7. 1997;Paříž
FLORIAN, Miroslav;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1010;* 10. 5. 1931;Kutná Hora;† 10. 5. 1996;Praha
FOGLAR, Jaroslav;http://slovnikceskeliteratury.cz/showContent.jsp?docId=32;* 6. 7. 1907;Praha;† 23. 1. 1999;Praha
FORST, Vladimír;http://slovnikceskeliteratury.cz/showContent.jsp?docId=366;* 13. 7. 1921;Praha;† 28. 7. 2010;Vlašim
FOŘT, Bohumil;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1630;* 2. 8. 1973;Ostrov nad Ohří;;
FRAIS, Josef;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1224;* 24. 1. 1946;Milenov (okr. Přerov);† 10. 1. 2013;Hranice (okr. Přerov)
FRANCOUZ, Pavel;http://slovnikceskeliteratury.cz/showContent.jsp?docId=284;* 12. 5. 1932;Jasenná (u Vizovic);† 1. 4. 1995;Plzeň
FRANKOVÁ, Hermína;http://slovnikceskeliteratury.cz/showContent.jsp?docId=689;* 6. 7. 1928;Praha;;
FREIE PRESSE AGENTUR;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1765;1978 - 1984;;;
FREIOVÁ, Ludmila;http://slovnikceskeliteratury.cz/showContent.jsp?docId=690;* 15. 3. 1926;Praha;† 12. 10. 2014;Praha
FRIED, Jiří;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1225;* 1. 3. 1923;Prachatice;† 13. 9. 1999;Prachatice
FRIŠ, Martin;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1648;* 11. 7. 1946;Praha;† 9. 2. 2020;Praha
FRÝBORT, Pavel;http://slovnikceskeliteratury.cz/showContent.jsp?docId=496;* 20. 5. 1946;Liberec;† 27. 3. 2007;Praha
FRÝBOVÁ, Zdena;http://slovnikceskeliteratury.cz/showContent.jsp?docId=497;* 30. 8. 1934;Praha;† 22. 2. 2010;Praha
FRÝD, Norbert;http://slovnikceskeliteratury.cz/showContent.jsp?docId=324;* 21. 4. 1913;České Budějovice;† 18. 3. 1976;Praha
FRYNTA, Emanuel;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1011;* 3. 1. 1923;Slapy (u Prahy);† 11. 10. 1975;Praha
FUČÍK, Bedřich;http://slovnikceskeliteratury.cz/showContent.jsp?docId=367;* 4. 1. 1900;Čáslavice (u Třebíče);† 2. 7. 1984;Praha
FUKS, Ladislav;http://slovnikceskeliteratury.cz/showContent.jsp?docId=325;* 24. 9. 1923;Praha;† 19. 8. 1994;Praha
GALÍK, Josef;http://slovnikceskeliteratury.cz/showContent.jsp?docId=498;* 21. 10. 1932;Racková (u Zlína);† 3. 11. 1999;Zlín
GALUŠKA, Zdeněk;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1226;* 11. 7. 1913;Uherský Ostroh;† 13. 2. 1999;Nivnice
GAMBRA;http://slovnikceskeliteratury.cz/showContent.jsp?docId=103;1989 - 1989;;;
GARDAVSKÝ, Vítězslav;http://slovnikceskeliteratury.cz/showContent.jsp?docId=368;* 24. 10. 1923;Zábřeh;† 7. 3. 1978;Prosetín
GARIŠ, Ivan;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1227;* 7. 5. 1923;Jihlava;† 20. 5. 1996;Praha
GEL, František;http://slovnikceskeliteratury.cz/showContent.jsp?docId=369;* 18. 9. 1901;Město Albrechtice;† 17. 10. 1972;Praha
GENERACE;http://slovnikceskeliteratury.cz/showContent.jsp?docId=104;1945 - 1947;;;
GLAZAROVÁ, Jarmila;http://slovnikceskeliteratury.cz/showContent.jsp?docId=328;* 7. 9. 1901;Malá Skála (u Turnova);† 20. 2. 1977;Praha
GLOCAR, Emilián;http://slovnikceskeliteratury.cz/showContent.jsp?docId=499;* 11. 7. 1906;Lukavice (u Zábřehu);† 10. 2. 1985;Libertyville, Ill. (USA)
GOLD, Jiří;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1665;* 17. 1. 1936;Ostrava;;
GOLDFLAM, Arnošt;http://slovnikceskeliteratury.cz/showContent.jsp?docId=313;* 22. 9. 1946;Brno;;
GOLDSTÜCKER, Eduard;http://slovnikceskeliteratury.cz/showContent.jsp?docId=370;* 30. 5. 1913;Podbiel u Dolného Kubína (Slovensko);† 23. 10. 2000;Praha
GOLOMBEK, Bedřich;http://slovnikceskeliteratury.cz/showContent.jsp?docId=330;* 5. 2. 1901;Hrušov (dnes Ostrava-Hrušov);† 31. 3. 1961;Brno
GOTTLIEB, František;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1012;* 4. 8. 1903;Klatovy;† 14. 5. 1974;Praha
GÖTZ, František;http://slovnikceskeliteratury.cz/showContent.jsp?docId=371;* 1. 1. 1894;Kojátky (u Vyškova);† 7. 7. 1974;Praha
GREBENÍČKOVÁ, Růžena;http://slovnikceskeliteratury.cz/showContent.jsp?docId=372;* 1. 11. 1925;Sušice;† 21. 7. 1997;Praha
GREGOR, Achille;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1229;* 3. 12. 1910;Praha;† 30. 1. 1998;Praha
GRÖGEROVÁ, Bohumila;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1013;* 7. 8. 1921;Praha;† 22. 8. 2014;Praha
GROSMAN, Ladislav;http://slovnikceskeliteratury.cz/showContent.jsp?docId=20;* 4. 2. 1921;Humenné (Slovensko);† 21. 1. 1981;Kiron (Izrael)
GROSSMAN, Jan;http://slovnikceskeliteratury.cz/showContent.jsp?docId=314;* 22. 5. 1925;Praha;† 10. 2. 1993;Praha
GROSSMANN, Jiří;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1;* 20. 7. 1941;Praha;† 5. 12. 1971;Praha
GRUŠA, Jiří;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1230;* 10. 11. 1938;Pardubice;† 28. 10. 2011;Bad Oeynhausen (Německo)
GRYGAR, Mojmír;http://slovnikceskeliteratury.cz/showContent.jsp?docId=373;* 3. 2. 1928;Babiná (okr. Zvolen, Slovensko);;
GRYM, Pavel;http://slovnikceskeliteratury.cz/showContent.jsp?docId=315;* 9. 6. 1930;Náchod;† 24. 11. 2004;Humpolec
H + H;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1803;1991 - (dosud);;;
HABŘINA, Rajmund;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1014;* 28. 9. 1907;Příbram (u Brna);† 2. 4. 1960;Brno
HÁJEK, Jiří;http://slovnikceskeliteratury.cz/showContent.jsp?docId=374;* 17. 7. 1919;Pacov;† 13. 10. 1994;Praha
HÁJEK, Petr;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1233;* 23. 10. 1951;Praha;;
HÁJÍČEK, Jiří;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1338;* 11. 9. 1967;České Budějovice;;
HÁJKOVÁ, Alena;http://slovnikceskeliteratury.cz/showContent.jsp?docId=375;* 19. 8. 1926;Vídeň (Rakousko);† 23. 4. 2013;Brno
HAJNÝ, Pavel;http://slovnikceskeliteratury.cz/showContent.jsp?docId=691;* 15. 4. 1939;Rožnov pod Radhoštěm;;
HAKL, Emil;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1378;* 25. 3. 1958;Praha;;
HALAS, František;http://slovnikceskeliteratury.cz/showContent.jsp?docId=11;* 3. 10. 1901;Brno;† 27. 10. 1949;Praha
HALMAY, Petr;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1367;* 12. 9. 1958;Praha;;
HAMAN, Aleš;http://slovnikceskeliteratury.cz/showContent.jsp?docId=376;* 26. 6. 1932;Josefov u Jaroměře (dnes Jaroměř);;
HAMPL, František;http://slovnikceskeliteratury.cz/showContent.jsp?docId=334;* 6. 8. 1901;Týnec nad Labem;† 9. 4. 1977;Beroun
HAMŠÍK, Dušan;http://slovnikceskeliteratury.cz/showContent.jsp?docId=38;* 25. 9. 1930;Trenčín;† 22. 11. 1985;Praha
HANČ, Jan;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1015;* 30. 5. 1916;Plzeň;† 19. 7. 1963;Praha
HANIBAL, Jiří;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1234;* 18. 2. 1929;Tábor;;
HAŇŤA PRESS;http://slovnikceskeliteratury.cz/showContent.jsp?docId=105;1989 - 1995;;;
HANUŠ, Miroslav;http://slovnikceskeliteratury.cz/showContent.jsp?docId=734;* 15. 5. 1907;Praha;† 26. 9. 1995;Chrudim
HANUŠ, Pavel;http://slovnikceskeliteratury.cz/showContent.jsp?docId=316;* 8. 6. 1928;Praha;† 8. 2. 1991;Praha
HANZELKA, Jiří;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1235;* 24. 12. 1920;Štramberk;† 15. 2. 2003;Praha
HANZLÍK, Josef;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1016;* 19. 2. 1938;Neratovice;† 26. 1. 2012;Praha
HARNÍČEK, Martin;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1236;* 27. 3. 1952;Praha;;
HAŠKOVÁ, Lenka;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1237;* 23. 2. 1923;Příbram;;
HAUKOVÁ, Jiřina;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1017;* 27. 1. 1919;Přerov;† 15. 12. 2005;Praha
HAUSENBLAS, Karel;http://slovnikceskeliteratury.cz/showContent.jsp?docId=377;* 16. 11. 1923;Benešov (u Prahy);† 5. 7. 2003;Volyně
HAVEL, Rudolf;http://slovnikceskeliteratury.cz/showContent.jsp?docId=692;* 21. 9. 1911;Praha;† 9. 11. 1993;Praha
HAVEL, Václav;http://slovnikceskeliteratury.cz/showContent.jsp?docId=317;* 5. 10. 1936;Praha;† 18. 12. 2011;Hrádeček (Vlčice u Trutnova)
HAVLÍČEK, Zbyněk;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1018;* 22. 5. 1922;Jilemnice;† 7. 1. 1969;Praha
HEIDENREICH, Julius;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1300;;;;
HEISLER, Jindřich;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1709;* 1. 9. 1914;Chrast (Chrást) u Chrudimi;† 4. 1. 1953;Paříž
HEJCMAN, Pavel;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1238;* 23. 3. 1927;Praha;;
HEJDA, Jiří;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1273;* 25. 2. 1895;Praha;† 25. 4. 1985;Praha
HEJDA, Zbyněk;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1019;* 2. 2. 1930;Hradec Králové;† 16. 11. 2013;Praha
HEJL, Vilém;http://slovnikceskeliteratury.cz/showContent.jsp?docId=739;* 24. 9. 1934;Praha;† 23. 1. 1989;Mnichov (SRN)
HEJNÁ, Olga;http://slovnikceskeliteratury.cz/showContent.jsp?docId=693;* 13. 3. 1928;Olomouc;† 24. 5. 2017;Domažlice
HENDRYCH, Milan;http://slovnikceskeliteratury.cz/showContent.jsp?docId=740;* 18. 1. 1929;Praha;† 5. 12. 1988;Praha
HENDRYCH, Zdeněk;http://slovnikceskeliteratury.cz/showContent.jsp?docId=741;* 16. 4. 1923;Praha;† 5. 5. 1984;Praha
HERCÍKOVÁ, Iva;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1239;* 2. 11. 1935;Pardubice;† 27. 1. 2007;Praha
HEŘMAN, Miroslav;http://slovnikceskeliteratury.cz/showContent.jsp?docId=380;* 28. 10. 1903;Praha;† 10. 10. 1971;Praha
HEŘMAN, Zdeněk;http://slovnikceskeliteratury.cz/showContent.jsp?docId=381;* 18. 9. 1934;Praha;† 6. 4. 1996;Praha
HEYDUK, Josef;http://slovnikceskeliteratury.cz/showContent.jsp?docId=694;* 30. 3. 1904;Netušil (dnes část obce Rašovice, okr. Kutná Hora);† 29. 1. 1994;Praha
HILČR, Jindřich;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1020;* 10. 5. 1921;Čelákovice (u Prahy);† 21. 6. 2003;Čelákovice (u Prahy)
HIRŠAL, Josef;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1021;* 24. 7. 1920;Chomutičky (u Jičína);† 15. 9. 2003;Praha
HLAVÁČ, Roman;http://slovnikceskeliteratury.cz/showContent.jsp?docId=319;* 29. 7. 1925;Praha;† 7. 5. 1985;Praha
HLINKA, Bedřich;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1240;* 8. 8. 1951;České Budějovice;† 21. 12. 2003;Frantoly (okr. Prachatice)
HODAČOVÁ, Helena;http://slovnikceskeliteratury.cz/showContent.jsp?docId=695;* 16. 9. 1916;Jičín;† 26. 1. 1998;Praha
HODÁČOVÁ, Lilly;http://slovnikceskeliteratury.cz/showContent.jsp?docId=696;* 5. 11. 1910;Praha;† 8. 12. 1998;Praha
HODEK, Břetislav;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1241;* 24. 5. 1924;Praha;† 18. 3. 2007;Praha
HODROVÁ, Daniela;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1242;* 5. 7. 1946;Praha;;
HOFFMEISTER, Adolf;http://slovnikceskeliteratury.cz/showContent.jsp?docId=320;* 15. 8. 1902;Praha;† 24. 7. 1973;Říčky v Orlických horách
HOFMAN, Marek;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1773;* 8. 10. 1927;Trutnov;† 4. 10. 2016;
HOFMAN, Ota;http://slovnikceskeliteratury.cz/showContent.jsp?docId=697;* 10. 4. 1928;Praha;† 17. 5. 1989;Praha
HOLAN, Vladimír;http://slovnikceskeliteratury.cz/showContent.jsp?docId=6;* 16. 9. 1905;Praha;† 31. 3. 1980;Praha
HOLMAN, Petr;http://slovnikceskeliteratury.cz/showContent.jsp?docId=382;* 17. 4. 1951;Praha;† 4. 8. 2019;Praha
HOLOUBEK, Jaroslav;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1022;* 24. 2. 1946;Nová Ves u Chotěboře;† 6. 11. 2016;Praha
HOLUB, Miroslav;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1023;* 13. 9. 1923;Plzeň;† 14. 7. 1998;Praha
HOLUB, Norbert;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1381;* 7. 4. 1966;Jihlava;;
HOLÝ, Jiří;http://slovnikceskeliteratury.cz/showContent.jsp?docId=383;* 28. 4. 1953;Nový Jičín;;
HONČÍK, Eduard;http://slovnikceskeliteratury.cz/showContent.jsp?docId=746;* 10. 11. 1914;Trmice (dnes Ústí nad Labem-Trmice);† 2. 4. 1988;Ústí nad Labem
HONS, Václav;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1024;* 14. 6. 1938;Chotutice (u Kolína);;
HONZÍK, Karel;http://slovnikceskeliteratury.cz/showContent.jsp?docId=384;* 24. 9. 1900;Le Croisic (Francie);† 4. 2. 1966;Praha
HONZÍKOVÁ, Milena;http://slovnikceskeliteratury.cz/showContent.jsp?docId=706;* 28. 11. 1925;Jihlava;† 22. 8. 2001;Praha
HONZL, Jindřich;http://slovnikceskeliteratury.cz/showContent.jsp?docId=335;* 14. 5. 1894;Humpolec;† 20. 4. 1953;Praha
HORÁLEK, Karel;http://slovnikceskeliteratury.cz/showContent.jsp?docId=385;* 4. 11. 1908;Rajhrad;† 26. 8. 1992;Praha
HORANSKÝ, Miloš;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1025;* 14. 6. 1932;Bytča (Slovensko);;
HORELOVÁ, Eliška;http://slovnikceskeliteratury.cz/showContent.jsp?docId=707;* 23. 5. 1925;Cerhenice (u Kolína);† 30. 8. 2015;Praha
HORIZONT;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1670;1968 - 1998;;;
HORNÍČEK, Miroslav;http://slovnikceskeliteratury.cz/showContent.jsp?docId=31;* 10. 11. 1918;Plzeň;† 15. 2. 2003;Liberec
HOŘEC, Jaromír;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1026;* 18. 12. 1921;Chust (Ukrajina);† 22. 11. 2009;Praha
HOŘÍNEK, Zdeněk;http://slovnikceskeliteratury.cz/showContent.jsp?docId=336;* 5. 11. 1931;Olomouc;† 20. 9. 2014;Praha
HOŘKÁ, Ludmila;http://slovnikceskeliteratury.cz/showContent.jsp?docId=747;* 26. 4. 1892;Štítina (osada Dvořisko, dnes Kravaře-Dvořisko, u Opavy);† 4. 10. 1966;Opava
HOST;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1691;1990 - (dosud);;;
HOSTÁŇ, Jan;http://slovnikceskeliteratury.cz/showContent.jsp?docId=708;* 2. 6. 1898;Brzice (u Náchoda);† 16. 5. 1982;Praha
HOST DO DOMU;http://slovnikceskeliteratury.cz/showContent.jsp?docId=107;1954 - 1970;;;
HOSTOVSKÝ, Egon;http://slovnikceskeliteratury.cz/showContent.jsp?docId=30;* 23. 4. 1908;Hronov;† 7. 5. 1973;Montclair (New Jersey, USA)
HOUBA, Karel;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1243;* 26. 2. 1920;Praha;† 26. 12. 1999;Praha
HRABÁK, Josef;http://slovnikceskeliteratury.cz/showContent.jsp?docId=386;* 3. 12. 1912;Brno;† 6. 8. 1987;Brno
HRABAL, Bohumil;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1244;* 28. 3. 1914;Židenice (dnes Brno-Židenice);† 3. 2. 1997;Praha
HRABĚ, Václav;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1027;* 13. 6. 1940;Příbram;† 5. 3. 1965;Praha
HRDLIČKA, František;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1245;* 7. 1. 1937;Litoměřice;;
HRNČÍŘ, Svatopluk;http://slovnikceskeliteratury.cz/showContent.jsp?docId=709;* 21. 5. 1926;Lázně Bělohrad (u Jičína);† 4. 9. 2014;Praha
HRUBÍN, František;http://slovnikceskeliteratury.cz/showContent.jsp?docId=337;* 17. 9. 1910;Praha;† 1. 3. 1971;České Budějovice
HRUBÝ, Josef;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1028;* 10. 5. 1932;Černětice (u Strakonic);† 19. 7. 2017;Plzeň
HRUŠKA, Petr;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1361;* 7. 6. 1964;Ostrava;;
HRZALOVÁ, Hana;http://slovnikceskeliteratury.cz/showContent.jsp?docId=387;* 23. 3. 1929;Rakovník;;
HUBAČ, Jiří;http://slovnikceskeliteratury.cz/showContent.jsp?docId=338;* 27. 8. 1929;Satalice (u Prahy);† 27. 9. 2011;Praha
HULE, Miroslav;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1029;* 9. 9. 1946;Zliv (u Českých Budějovic);;
HŮLOVÁ, Petra;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1342;* 12. 7. 1979;Praha;;
HULPACH, Vladimír;http://slovnikceskeliteratury.cz/showContent.jsp?docId=710;* 21. 4. 1935;Praha;;
HUMUS;http://slovnikceskeliteratury.cz/showContent.jsp?docId=108;1993 - 1997;;;
HUPTYCH, Miroslav;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1030;* 21. 10. 1952;Varnsdorf;;
HURNÍK, Ilja;http://slovnikceskeliteratury.cz/showContent.jsp?docId=39;* 25. 11. 1922;Poruba (dnes Ostrava-Poruba);† 7. 9. 2013;Praha
HUTKA, Jaroslav;http://slovnikceskeliteratury.cz/showContent.jsp?docId=40;* 21. 4. 1947;Olomouc;;
HVÍŽĎALA, Karel;http://slovnikceskeliteratury.cz/showContent.jsp?docId=388;* 16. 8. 1941;Praha;;
HYNEK;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1871;1994 - 2003;;;
